Co,Si,Pt,O,Ni,Gd,Al
0,0,0,7354,138,0,543
0,0,0,7465,125,0,632
0,0,0,7584,106,0,727
0,0,0,7689,111,0,817
0,0,0,7754,108,0,866
0,0,0,7807,138,0,904
0,0,0,7851,166,0,940
0,0,0,7899,203,0,969
0,0,0,7955,242,0,999
0,0,0,7996,266,0,1035
0,0,0,8045,304,0,1075
0,0,0,8094,343,0,1110
0,0,0,8140,377,0,1139
0,0,0,8155,396,0,1147
0,0,0,8046,361,0,1135
0,0,0,7949,347,0,1123
0,0,0,7839,332,0,1118
0,0,0,7729,314,0,1111
0,0,0,7630,302,0,1103
0,0,0,7524,292,0,1093
0,0,0,7417,276,0,1089
0,0,0,7312,262,0,1081
0,0,0,7211,275,0,1084
0,0,0,7173,246,0,1005
0,0,0,7152,219,0,883
0,0,0,7130,180,0,764
0,0,0,7106,158,0,651
0,0,0,7086,133,0,530
0,0,0,7067,109,0,412
0,0,0,7045,82,0,289
0,0,0,7024,66,0,174
0,0,0,7004,50,0,51
0,0,0,6961,53,0,7
0,0,0,6865,82,0,71
0,0,0,6779,119,0,135
0,0,0,6685,171,0,210
0,0,0,6596,220,0,275
0,0,0,6499,268,0,351
0,0,0,6412,312,0,419
0,0,0,6321,364,0,492
0,0,0,6232,411,0,562
0,0,0,6145,467,0,638
0,0,0,6177,440,0,650
0,0,0,6245,430,0,698
0,0,0,6310,416,0,735
0,0,0,6380,409,0,783
0,0,0,6446,395,0,826
0,0,0,6508,381,0,877
0,0,0,6576,381,0,917
0,0,0,6638,373,0,974
0,0,0,6712,372,0,1026
0,0,0,6731,379,0,1077
0,0,0,6677,342,0,1129
0,0,0,6627,309,0,1173
0,0,0,6572,274,0,1220
0,0,0,6520,241,0,1266
0,0,0,6467,209,0,1310
0,0,0,6418,178,0,1358
0,0,0,6354,148,0,1406
0,0,0,6305,117,0,1456
0,0,0,6252,104,0,1523
0,0,0,6390,106,0,1507
0,0,0,6557,127,0,1523
0,0,0,6705,145,0,1532
0,0,0,6877,177,0,1540
0,0,0,7022,200,0,1559
0,0,0,7185,243,0,1575
0,0,0,7336,266,0,1591
0,0,0,7507,291,0,1604
0,0,0,7657,325,0,1618
0,0,0,7758,329,0,1608
0,0,0,7764,293,0,1551
0,0,0,7777,259,0,1493
0,0,0,7786,238,0,1443
0,0,0,7794,196,0,1397
0,0,0,7798,171,0,1349
0,0,0,7805,137,0,1298
0,0,0,7810,115,0,1254
0,0,0,7825,98,0,1210
0,0,0,7832,104,0,1177
0,0,0,7794,126,0,1136
0,0,0,7749,169,0,1106
0,0,0,7712,225,0,1074
0,0,0,7670,271,0,1066
0,0,0,7629,327,0,1045
0,0,0,7586,378,0,1022
0,0,0,7547,430,0,1006
0,0,0,7505,484,0,990
0,0,0,7470,534,0,981
0,0,0,7417,539,0,957
0,0,0,7359,500,0,875
0,0,0,7303,466,0,796
0,0,0,7249,436,0,725
0,0,0,7184,403,0,645
0,0,0,7135,370,0,573
0,0,0,7080,340,0,487
0,0,0,7020,301,0,418
0,0,0,6958,278,0,341
0,0,0,6907,280,0,298
0,0,0,6965,259,0,263
0,0,0,7018,262,0,233
0,0,0,7077,270,0,199
0,0,0,7127,276,0,166
0,0,0,7184,287,0,130
0,0,0,7237,299,0,99
0,0,0,7294,306,0,64
0,0,0,7349,319,0,31
0,0,0,7405,337,0,3
0,0,0,7438,332,0,0
0,0,0,7455,288,0,0
0,0,0,7465,252,0,0
0,0,0,7484,216,0,0
0,0,0,7498,176,0,0
0,0,0,7514,144,0,3
0,0,0,7529,111,0,5
0,0,0,7541,77,0,7
0,0,0,7558,52,0,8
0,0,0,7554,56,0,10
0,0,0,7390,76,0,43
0,0,0,7240,112,0,86
0,0,0,7070,150,0,126
0,0,0,6913,182,0,166
0,0,0,6744,229,0,210
0,0,0,6586,267,0,250
0,0,0,6427,314,0,295
0,0,0,6269,355,0,341
0,0,0,6102,403,0,382
0,0,0,6052,389,0,428
0,0,0,6064,339,0,485
0,0,0,6072,296,0,546
0,0,0,6087,253,0,604
0,0,0,6091,211,0,662
0,0,0,6107,170,0,724
0,0,0,6120,132,0,783
0,0,0,6127,99,0,847
0,0,0,6136,69,0,908
0,0,0,6141,54,0,945
0,0,0,6094,47,0,930
0,0,0,6035,33,0,921
0,0,0,5992,28,0,906
0,0,0,5935,21,0,897
0,0,0,5882,18,0,889
0,0,0,5831,15,0,880
0,0,0,5775,15,0,872
0,0,0,5719,15,0,868
0,0,0,5672,18,0,865
0,0,0,5644,18,0,1026
0,0,0,5643,14,0,1321
0,0,0,5636,11,0,1590
0,0,0,5627,15,0,1880
0,0,0,5619,27,0,2151
0,0,0,5612,36,0,2441
0,0,0,5604,51,0,2706
0,0,0,5596,65,0,3004
0,0,0,5587,75,0,3272
0,0,0,5591,85,0,3484
0,0,0,5637,100,0,3401
0,0,0,5676,117,0,3313
0,0,0,5719,133,0,3235
0,0,0,5768,156,0,3152
0,0,0,5808,172,0,3074
0,0,0,5852,194,0,2987
0,0,0,5892,219,0,2911
0,0,0,5939,252,0,2824
0,0,0,5988,276,0,2747
0,0,0,6040,271,0,2520
0,0,0,6097,252,0,2238
0,0,0,6154,237,0,1935
0,0,0,6209,227,0,1650
0,0,0,6274,218,0,1347
0,0,0,6327,206,0,1061
0,0,0,6389,201,0,758
0,0,0,6445,201,0,474
0,0,0,6515,192,0,170
0,0,0,6524,195,0,0
0,0,0,6413,178,0,0
0,0,0,6299,166,0,0
0,0,0,6184,150,0,0
0,0,0,6064,149,0,0
0,0,0,5955,142,0,0
0,0,0,5841,137,0,0
0,0,0,5734,136,0,0
0,0,0,5614,129,0,0
0,0,0,5503,145,0,0
0,0,0,5476,137,0,40
0,0,0,5465,154,0,108
0,0,0,5451,164,0,190
0,0,0,5442,178,0,260
0,0,0,5437,187,0,337
0,0,0,5420,203,0,410
0,0,0,5415,217,0,488
0,0,0,5412,234,0,562
0,0,0,5396,257,0,643
0,0,0,5402,273,0,736
0,0,0,5446,257,0,1007
0,0,0,5486,254,0,1279
0,0,0,5528,253,0,1563
0,0,0,5561,254,0,1829
0,0,0,5602,249,0,2113
0,0,0,5638,245,0,2382
0,0,0,5687,245,0,2674
0,0,0,5720,245,0,2936
0,0,0,5765,264,0,3226
0,0,165,5749,243,0,3043
0,0,398,5725,245,0,2758
0,0,616,5703,253,0,2496
0,0,848,5680,264,0,2207
0,0,1068,5656,265,0,1946
0,0,1301,5632,278,0,1671
0,0,1532,5610,284,0,1388
0,0,1753,5582,297,0,1127
0,0,1983,5561,314,0,846
0,0,2033,5519,318,0,696
0,0,1801,5426,326,0,695
0,0,1582,5338,325,0,689
0,0,1346,5244,332,0,684
0,0,1134,5157,343,0,685
0,0,897,5066,342,0,686
0,0,681,4979,350,0,682
0,0,448,4890,358,0,683
0,0,231,4799,366,0,689
0,0,0,4708,392,0,722
0,0,0,4563,364,0,702
0,0,0,4405,337,0,685
0,0,0,4254,311,0,671
0,0,0,4095,283,0,656
0,0,0,3947,270,0,639
0,0,0,3794,246,0,627
0,0,0,3636,221,0,610
0,0,0,3479,201,0,597
0,0,0,3333,186,0,589
0,0,0,3271,185,0,596
0,0,0,3324,171,0,626
0,0,0,3389,163,0,666
0,0,0,3452,159,0,697
0,0,0,3515,153,0,735
0,0,0,3575,148,0,769
0,0,0,3640,144,0,805
0,0,0,3704,140,0,837
0,0,0,3765,142,0,872
0,0,0,3822,159,0,919
0,0,0,3773,144,0,836
0,0,0,3713,125,0,733
0,0,0,3654,107,0,646
0,0,0,3593,91,0,549
0,0,0,3534,76,0,458
0,0,0,3476,64,0,353
0,0,0,3419,49,0,268
0,0,0,3359,36,0,168
0,0,0,3297,25,0,79
0,0,0,3229,32,0,29
0,0,0,3168,52,0,24
0,0,0,3095,79,0,18
0,0,0,3030,103,0,16
0,0,0,2969,131,0,10
0,0,0,2902,158,0,8
0,0,0,2829,192,0,4
0,0,0,2766,217,0,0
0,0,0,2698,248,0,0
0,0,0,2636,277,0,0
0,0,0,2501,246,0,0
0,0,0,2365,218,0,0
0,0,0,2226,190,0,0
0,0,0,2095,171,0,0
0,0,0,1952,141,0,0
0,0,0,1827,119,0,0
0,0,0,1693,99,0,0
0,0,0,1564,75,0,0
0,0,0,1424,58,0,0
0,0,0,1421,52,0,5
0,0,0,1512,47,0,35
0,0,0,1611,49,0,66
0,0,0,1706,49,0,100
0,0,0,1814,51,0,138
0,0,0,1903,53,0,170
0,0,0,2006,53,0,205
0,0,0,2094,56,0,236
0,0,0,2194,64,0,274
0,0,0,2285,72,0,306
0,0,0,2320,70,0,322
0,0,0,2357,85,0,348
0,0,0,2389,101,0,374
0,0,0,2422,114,0,399
0,0,0,2458,128,0,423
0,0,0,2487,143,0,448
0,0,0,2525,159,0,477
0,0,0,2565,176,0,501
0,0,0,2595,189,0,530
0,0,0,2587,183,0,511
0,0,0,2551,161,0,449
0,0,0,2511,144,0,394
0,0,0,2479,124,0,329
0,0,0,2448,101,0,272
0,0,0,2410,87,0,207
0,0,0,2375,68,0,150
0,0,0,2341,55,0,90
0,0,0,2300,44,0,36
0,0,0,2287,42,0,12
0,0,0,2403,37,0,179
0,0,0,2536,45,0,361
0,0,0,2652,67,0,533
0,0,0,2780,83,0,716
0,0,0,2899,109,0,892
0,0,0,3021,126,0,1078
0,0,0,3136,143,0,1246
0,0,0,3261,173,0,1431
0,0,0,3392,197,0,1617
0,0,0,3473,205,0,1550
0,0,0,3544,242,0,1366
0,0,0,3616,254,0,1191
0,0,0,3698,290,0,1007
0,0,0,3763,324,0,838
0,0,0,3837,355,0,651
0,0,0,3911,385,0,481
0,0,0,3984,418,0,297
0,0,0,4057,458,0,127
0,0,0,4112,485,0,0
0,0,0,4099,437,0,32
0,0,0,4078,390,0,77
0,0,0,4060,349,0,118
0,0,0,4033,302,0,162
0,0,0,4019,259,0,204
0,0,0,4002,216,0,249
0,0,0,3986,177,0,288
0,0,0,3965,132,0,333
0,0,0,3945,110,0,368
0,0,0,4122,119,0,357
0,0,0,4348,137,0,349
0,0,0,4588,164,0,347
0,0,0,4827,195,0,346
0,0,0,5075,226,0,346
0,0,0,5304,260,0,351
0,0,0,5555,294,0,354
0,0,0,5784,323,0,349
0,0,0,6036,354,0,359
0,0,0,6218,380,0,365
0,0,0,6253,362,0,374
0,0,0,6288,360,0,390
0,0,0,6318,361,0,409
0,0,0,6354,363,0,427
0,0,0,6392,357,0,449
0,0,0,6430,368,0,469
0,0,0,6462,371,0,484
0,0,0,6499,377,0,513
0,0,0,6534,392,0,551
0,0,0,6496,359,0,610
0,0,0,6453,324,0,730
0,0,0,6404,284,0,866
0,0,0,6352,252,0,976
0,0,0,6297,216,0,1119
0,0,0,6251,185,0,1239
0,0,0,6199,142,0,1373
0,0,0,6150,116,0,1502
0,0,0,6107,91,0,1643
0,0,0,6083,89,0,1732
0,0,0,6135,101,0,1700
0,0,0,6178,118,0,1681
0,0,0,6227,152,0,1669
0,0,0,6272,189,0,1641
0,0,0,6322,225,0,1613
0,0,0,6365,254,0,1607
0,0,0,6418,295,0,1581
0,0,0,6461,331,0,1557
0,0,0,6514,382,0,1580
0,0,0,6671,383,0,1603
0,0,0,6860,391,0,1660
0,0,0,7038,390,0,1716
0,0,0,7219,394,0,1786
0,0,0,7395,401,0,1840
0,0,0,7583,409,0,1904
0,0,0,7775,409,0,1966
0,0,0,7959,418,0,2023
0,0,0,8140,430,0,2092
0,0,0,8203,434,0,2133
0,0,0,8083,390,0,2116
0,0,0,7967,358,0,2107
0,0,0,7849,317,0,2095
0,0,0,7726,277,0,2087
0,0,0,7604,239,0,2086
0,0,0,7492,203,0,2076
0,0,0,7371,164,0,2073
0,0,0,7251,134,0,2063
0,0,0,7126,108,0,2085
0,0,0,7039,102,0,1956
0,0,0,6952,110,0,1835
0,0,0,6863,133,0,1720
0,0,0,6766,153,0,1594
0,0,0,6683,176,0,1481
0,0,0,6589,192,0,1362
0,0,0,6503,212,0,1250
0,0,0,6402,235,0,1126
0,0,0,6320,257,0,1025
0,0,0,6351,269,0,949
0,0,0,6547,255,0,848
0,0,0,6749,246,0,753
0,0,0,6943,232,0,667
0,0,0,7139,219,0,565
0,0,0,7338,217,0,476
0,0,0,7542,204,0,389
0,0,0,7740,194,0,296
0,0,0,7940,190,0,205
0,0,0,8147,196,0,139
0,0,0,8081,173,0,122
0,0,0,7994,152,0,100
0,0,0,7924,137,0,88
0,0,0,7850,124,0,77
0,0,0,7778,105,0,64
0,0,0,7700,82,0,56
0,0,0,7629,73,0,50
0,0,0,7548,56,0,46
0,0,0,7475,42,0,52
0,0,0,7471,39,0,52
0,0,0,7539,37,0,43
0,0,0,7615,44,0,32
0,0,0,7680,47,0,24
0,0,0,7749,52,0,17
0,0,0,7817,57,0,12
0,0,0,7893,61,0,4
0,0,0,7953,67,0,0
0,0,0,8025,75,0,0
0,0,0,8100,84,0,0
0,0,0,7978,75,0,7
0,0,0,7872,73,0,21
0,0,0,7761,75,0,41
0,0,0,7656,80,0,60
0,0,0,7535,82,0,80
0,0,0,7432,88,0,99
0,0,0,7317,91,0,118
0,0,0,7211,92,0,137
0,0,0,7094,105,0,156
0,0,0,7104,111,0,169
0,0,0,7227,166,0,223
0,0,0,7342,221,0,275
0,0,0,7460,280,0,332
0,0,0,7576,348,0,388
0,0,0,7688,398,0,436
0,0,0,7816,465,0,495
0,0,0,7925,530,0,549
0,0,0,8047,596,0,614
0,0,0,8142,646,0,674
0,0,0,8074,568,0,827
0,0,0,8022,498,0,992
0,0,0,7961,423,0,1168
0,0,0,7898,350,0,1340
0,0,0,7839,280,0,1521
0,0,0,7785,213,0,1685
0,0,0,7724,145,0,1873
0,0,0,7661,81,0,2042
0,0,0,7604,29,0,2221
0,0,0,7587,30,0,2278
0,0,0,7615,53,0,2299
0,0,0,7634,77,0,2329
0,0,0,7661,114,0,2371
0,0,0,7681,142,0,2407
0,0,0,7709,173,0,2440
0,0,0,7727,209,0,2473
0,0,0,7752,243,0,2513
0,0,0,7773,278,0,2546
0,0,0,7779,309,0,2582
0,0,0,7659,272,0,2359
0,0,0,7538,231,0,2113
0,0,0,7418,197,0,1898
0,0,0,7293,154,0,1660
0,0,0,7178,121,0,1441
0,0,0,7056,84,0,1205
0,0,0,6925,52,0,970
0,0,0,6813,15,0,753
0,0,0,6694,0,0,526
20,0,0,6690,0,0,545
72,0,0,6752,9,0,629
123,0,0,6805,33,0,706
175,0,0,6865,51,0,792
226,0,0,6923,78,0,872
278,0,0,6979,99,0,962
326,0,0,7034,121,0,1039
382,0,0,7095,145,0,1125
432,0,0,7151,171,0,1209
462,0,0,7209,189,0,1257
414,0,0,7262,189,0,1191
360,0,0,7322,190,0,1134
311,0,0,7381,186,0,1090
255,0,0,7440,193,0,1038
206,0,0,7497,196,0,991
154,0,0,7561,196,0,933
103,0,0,7620,189,0,885
52,0,0,7674,203,0,834
2,0,0,7730,207,0,795
0,0,0,7731,193,0,772
0,0,0,7700,179,0,777
0,0,0,7681,178,0,778
0,0,0,7654,184,0,790
0,0,0,7631,191,0,795
0,0,0,7607,191,0,807
0,0,0,7580,198,0,815
0,0,0,7557,203,0,828
0,0,0,7530,211,0,838
0,0,0,7517,228,0,887
0,0,0,7560,216,0,980
0,0,0,7609,211,0,1091
0,0,0,7648,210,0,1186
0,0,0,7692,205,0,1297
0,0,0,7737,211,0,1397
0,0,0,7784,207,0,1506
0,0,0,7827,204,0,1604
0,0,0,7870,210,0,1720
0,0,0,7909,220,0,1824
0,0,0,7940,227,0,1713
0,0,0,7961,253,0,1588
0,0,0,7983,294,0,1439
0,0,0,8008,321,0,1314
0,0,0,8032,360,0,1169
0,0,0,8055,395,0,1046
0,0,0,8081,427,0,898
0,0,0,8101,462,0,766
0,0,0,8119,513,0,627
1,0,0,8148,525,0,551
48,0,0,8172,480,0,488
92,0,0,8199,458,0,421
144,0,0,8224,430,0,358
186,0,0,8249,414,0,298
235,0,0,8265,386,0,231
280,0,0,8291,360,0,171
327,0,0,8310,334,0,106
371,0,0,8331,316,0,49
422,0,0,8353,317,0,0
391,0,0,8323,295,0,118
342,0,0,8266,288,0,300
301,0,0,8217,276,0,469
249,0,0,8162,271,0,652
198,0,0,8103,265,0,837
155,0,0,8057,275,0,1012
108,0,0,8005,261,0,1194
62,0,0,7953,265,0,1365
15,0,0,7897,266,0,1543
0,0,0,7872,268,0,1586
0,0,0,7879,272,0,1425
0,0,0,7885,271,0,1280
0,0,0,7898,274,0,1128
0,0,0,7901,279,0,990
0,0,0,7916,285,0,843
0,0,0,7923,288,0,704
0,0,0,7924,295,0,559
0,0,0,7936,301,0,421
0,0,0,7944,318,0,283
0,0,0,7893,291,0,275
0,0,0,7834,267,0,280
0,0,0,7778,253,0,288
0,0,0,7720,227,0,293
0,0,0,7663,220,0,295
0,0,0,7601,206,0,301
0,0,0,7546,194,0,309
0,0,0,7488,189,0,321
0,0,0,7430,184,0,337
0,0,0,7400,184,0,341
0,0,0,7408,185,0,302
0,0,0,7421,202,0,261
0,0,0,7437,211,0,223
0,0,0,7440,223,0,182
0,0,0,7457,236,0,145
0,0,0,7461,256,0,101
0,0,0,7470,271,0,64
0,0,0,7479,288,0,23
0,0,0,7491,316,0,0
0,0,0,7536,311,0,52
0,0,0,7593,318,0,128
0,0,0,7636,331,0,201
0,0,0,7691,340,0,277
0,0,0,7732,351,0,350
0,0,0,7786,370,0,424
0,0,0,7840,377,0,496
0,0,0,7889,395,0,573
0,0,0,7941,417,0,647
0,0,0,7972,416,0,682
0,0,0,7982,386,0,766
0,0,0,7994,364,0,867
0,0,0,8004,338,0,960
0,0,0,8019,319,0,1071
0,0,0,8020,299,0,1165
0,0,0,8038,275,0,1267
0,0,0,8043,261,0,1375
0,0,0,8051,240,0,1483
0,0,0,8066,247,0,1600
0,0,65,8058,238,0,1440
0,0,141,8053,247,0,1309
0,0,222,8040,258,0,1170
0,0,300,8035,265,0,1040
0,0,380,8025,280,0,906
0,0,453,8012,291,0,778
0,0,534,8010,300,0,648
0,0,610,7996,311,0,524
0,0,691,7988,333,0,399
0,0,684,7993,328,0,371
0,0,604,8002,292,0,359
0,0,523,8014,266,0,354
0,0,446,8019,234,0,349
0,0,366,8030,202,0,348
0,0,291,8041,171,0,344
0,0,212,8049,144,0,340
0,0,132,8052,118,0,338
0,0,53,8063,86,0,337
0,0,0,8068,88,0,355
0,0,0,8011,86,0,314
0,0,0,7960,108,0,272
0,0,0,7896,124,0,229
0,0,0,7847,144,0,191
0,0,0,7787,172,0,149
0,0,0,7735,195,0,105
0,0,0,7672,225,0,63
0,0,0,7626,251,0,28
0,0,0,7566,277,0,0
0,0,0,7501,270,0,0
0,0,0,7447,249,0,0
0,0,0,7387,232,0,0
0,0,0,7322,215,0,0
0,0,0,7258,204,0,0
0,0,0,7196,188,0,3
0,0,0,7135,173,0,5
0,0,0,7076,169,0,7
0,0,0,7013,164,0,9
0,0,0,6961,179,0,18
0,0,0,6996,161,0,180
0,0,0,7031,162,0,369
0,0,0,7065,154,0,547
0,0,0,7099,149,0,734
0,0,0,7136,148,0,910
0,0,0,7170,139,0,1093
0,0,0,7206,132,0,1285
0,0,0,7234,127,0,1466
0,0,0,7273,148,0,1651
0,0,0,7316,144,0,1682
0,0,0,7365,145,0,1674
0,0,0,7409,153,0,1678
0,0,0,7452,166,0,1668
0,0,0,7492,171,0,1676
0,0,0,7533,178,0,1669
0,0,0,7577,189,0,1668
0,0,0,7622,199,0,1673
0,0,0,7665,213,0,1671
0,0,0,7703,225,0,1699
0,0,0,7690,204,0,1805
0,0,0,7682,186,0,1927
0,0,0,7674,169,0,2045
0,0,0,7667,151,0,2162
0,0,0,7657,139,0,2273
0,0,0,7650,130,0,2400
0,0,0,7643,114,0,2512
0,0,0,7630,105,0,2636
0,0,0,7622,95,0,2751
0,0,0,7618,87,0,2593
0,0,0,7621,75,0,2328
0,0,0,7614,62,0,2059
0,0,0,7623,52,0,1800
0,0,0,7620,53,0,1521
0,0,0,7623,41,0,1269
0,0,0,7622,39,0,994
0,0,0,7620,36,0,737
0,0,0,7620,36,0,459
0,0,0,7613,39,0,305
0,0,0,7582,42,0,417
0,0,0,7554,48,0,559
0,0,0,7529,55,0,690
0,0,0,7488,76,0,830
0,0,0,7462,92,0,962
0,0,0,7435,110,0,1100
0,0,0,7399,134,0,1235
0,0,0,7370,156,0,1374
0,0,0,7333,178,0,1520
0,0,0,7331,181,0,1425
0,0,0,7314,187,0,1274
0,0,0,7311,177,0,1104
0,0,0,7296,189,0,960
0,0,0,7292,198,0,805
0,0,0,7275,211,0,654
0,0,0,7266,216,0,495
0,0,0,7254,227,0,348
0,0,0,7249,242,0,193
0,0,0,7275,246,0,166
0,0,0,7390,263,0,363
0,0,0,7508,290,0,560
0,0,0,7625,319,0,773
0,0,0,7737,349,0,971
0,0,0,7856,383,0,1175
0,0,0,7965,404,0,1376
0,0,0,8081,448,0,1585
0,0,0,8196,487,0,1787
0,0,0,8307,543,0,2004
0,0,0,8372,508,0,1900
0,0,0,8431,487,0,1732
0,0,0,8482,461,0,1578
0,0,0,8541,443,0,1420
0,0,0,8600,433,0,1250
0,0,0,8654,419,0,1106
0,0,0,8707,399,0,937
0,0,0,8765,387,0,794
0,0,0,8818,378,0,632
0,0,0,8837,386,0,563
0,0,0,8780,390,0,541
0,0,0,8723,409,0,522
0,0,0,8670,423,0,508
0,0,0,8621,444,0,493
0,0,0,8566,457,0,470
0,0,0,8514,475,0,460
0,0,0,8455,499,0,443
0,0,0,8404,519,0,431
0,0,0,8348,554,0,430
0,0,0,8272,506,0,570
0,0,0,8178,451,0,761
0,0,0,8092,406,0,953
0,0,0,7992,365,0,1152
0,0,0,7917,325,0,1331
0,0,0,7821,280,0,1534
0,0,0,7735,242,0,1723
0,0,0,7638,198,0,1920
0,0,0,7554,165,0,2109
0,0,0,7519,158,0,2141
0,0,0,7560,155,0,1989
0,0,0,7607,169,0,1821
0,0,0,7647,181,0,1683
0,0,0,7698,184,0,1525
0,0,0,7731,196,0,1370
0,0,0,7776,199,0,1230
0,0,0,7821,216,0,1071
0,0,0,7863,225,0,928
0,0,0,7903,255,0,814
0,0,0,7885,237,0,796
0,0,0,7864,220,0,797
0,0,0,7845,217,0,808
0,0,0,7822,220,0,804
0,0,0,7802,217,0,817
0,0,0,7777,215,0,831
0,0,0,7762,217,0,831
0,0,0,7739,214,0,846
0,0,0,7719,213,0,864
0,0,0,7710,208,0,899
0,0,0,7713,196,0,919
0,0,0,7701,196,0,944
0,0,0,7697,186,0,972
0,0,0,7696,178,0,999
0,0,0,7698,184,0,1030
0,0,0,7699,175,0,1054
0,0,0,7696,172,0,1082
0,0,0,7692,188,0,1114
0,0,0,7696,207,0,1155
0,0,0,7789,204,0,1025
0,0,0,7874,202,0,905
0,0,0,7975,206,0,780
0,0,0,8066,206,0,658
0,0,0,8159,203,0,533
0,0,0,8244,202,0,417
0,0,0,8344,206,0,294
0,0,0,8432,213,0,175
0,0,0,8530,221,0,57
0,0,0,8496,209,0,48
0,0,0,8352,188,0,81
0,0,0,8206,173,0,110
0,0,0,8068,159,0,137
0,0,0,7923,149,0,169
0,0,0,7785,140,0,200
0,0,0,7644,127,0,232
0,0,0,7508,118,0,262
0,0,0,7360,116,0,295
0,0,0,7236,127,0,326
0,0,0,7328,122,0,477
0,0,0,7403,121,0,627
0,0,0,7488,128,0,787
0,0,0,7561,139,0,935
0,0,0,7643,154,0,1098
0,0,0,7722,161,0,1249
0,0,0,7804,179,0,1414
0,0,0,7888,193,0,1569
0,0,0,7971,210,0,1736
0,0,0,8029,212,0,1736
0,0,0,8078,196,0,1684
0,0,0,8124,189,0,1640
0,0,0,8170,183,0,1599
0,0,0,8214,171,0,1553
0,0,0,8257,169,0,1502
0,0,0,8303,168,0,1459
0,0,0,8355,168,0,1409
0,0,0,8403,159,0,1369
0,0,0,8434,177,0,1346
0,0,0,8338,175,0,1339
0,0,0,8232,174,0,1335
0,0,0,8138,179,0,1335
0,0,0,8035,175,0,1336
0,0,0,7938,182,0,1326
0,0,0,7841,187,0,1323
0,0,0,7745,187,0,1319
0,0,0,7646,198,0,1323
0,0,0,7548,212,0,1332
0,0,0,7556,200,0,1432
0,0,0,7621,180,0,1588
0,0,0,7678,174,0,1738
0,0,0,7739,166,0,1907
0,0,0,7801,155,0,2055
0,0,0,7860,151,0,2228
0,0,0,7915,152,0,2380
0,0,0,7970,152,0,2551
0,0,0,8031,153,0,2704
0,0,0,8086,155,0,2779
0,0,0,8099,136,0,2684
0,0,0,8112,116,0,2580
0,0,0,8129,97,0,2500
0,0,0,8144,78,0,2406
0,0,0,8156,63,0,2317
0,0,0,8173,48,0,2225
0,0,0,8195,35,0,2137
0,0,0,8207,21,0,2051
0,0,0,8227,14,0,1994
0,0,0,8221,22,0,1854
0,0,0,8214,108,0,1691
0,0,0,8208,194,0,1517
0,0,0,8199,274,0,1358
0,0,0,8196,369,0,1181
0,0,0,8187,457,0,1021
0,0,0,8183,542,0,851
0,0,0,8174,625,0,685
0,0,0,8166,721,0,510
0,0,0,8157,768,0,421
0,0,0,8136,717,0,422
0,0,0,8109,651,0,414
0,0,0,8075,598,0,423
0,0,0,8054,534,0,422
0,0,0,8032,486,0,421
0,0,0,8010,420,0,422
0,0,0,7974,371,0,424
0,0,0,7955,313,0,429
0,0,0,7929,285,0,437
0,0,0,7857,263,0,569
0,0,0,7787,239,0,769
0,0,0,7706,227,0,965
0,0,0,7633,214,0,1163
0,0,0,7557,191,0,1358
0,0,0,7486,178,0,1560
0,0,0,7405,167,0,1765
0,0,0,7344,154,0,1955
0,0,0,7262,148,0,2159
0,0,0,7219,157,0,2217
0,0,0,7263,171,0,1962
0,0,0,7303,192,0,1724
0,0,0,7350,214,0,1465
0,0,0,7390,238,0,1229
0,0,0,7430,262,0,967
0,0,0,7474,285,0,731
0,0,0,7526,310,0,474
0,0,0,7562,332,0,238
0,0,0,7600,367,0,0
0,0,0,7602,334,0,142
0,0,0,7591,292,0,398
0,0,0,7583,245,0,663
0,0,0,7576,201,0,914
0,0,0,7570,158,0,1184
0,0,0,7564,116,0,1425
0,0,0,7550,72,0,1697
0,0,0,7542,31,0,1943
0,0,0,7533,0,0,2213
0,0,0,7538,0,0,2272
0,0,0,7571,0,0,2012
0,0,0,7584,11,0,1768
0,0,0,7619,28,0,1504
0,0,0,7641,45,0,1263
0,0,0,7668,64,0,996
0,0,0,7693,81,0,746
0,0,0,7721,97,0,492
0,0,0,7742,114,0,258
0,0,0,7769,131,0,45
14,0,0,7722,125,0,284
43,0,0,7653,144,0,645
72,0,0,7605,160,0,976
103,0,0,7535,187,0,1332
132,0,0,7477,209,0,1670
164,0,0,7411,243,0,2027
188,0,0,7360,261,0,2358
222,0,0,7296,291,0,2720
253,0,0,7236,331,0,3060
257,0,0,7170,337,0,3117
230,0,0,7097,294,0,2832
191,0,0,7026,256,0,2539
166,0,0,6958,235,0,2249
138,0,0,6879,198,0,1948
108,0,0,6817,165,0,1667
78,0,0,6742,142,0,1369
47,0,0,6668,108,0,1066
18,0,0,6594,79,0,790
0,0,0,6522,87,0,529
56,0,0,6749,112,0,718
131,0,0,6994,145,0,967
200,0,0,7227,192,0,1194
277,0,0,7469,228,0,1444
348,0,0,7702,273,0,1666
424,0,0,7945,320,0,1916
495,0,0,8174,361,0,2147
569,0,0,8422,404,0,2391
642,0,0,8654,449,0,2629
642,0,0,8721,449,0,2670
569,0,0,8623,422,0,2490
495,0,0,8524,397,0,2314
424,0,0,8429,373,0,2141
348,0,0,8320,345,0,1961
277,0,0,8234,318,0,1789
200,0,0,8123,295,0,1600
131,0,0,8027,270,0,1437
56,0,0,7925,251,0,1251
0,0,0,7827,256,0,1117
0,0,0,7775,244,0,1013
0,0,0,7725,240,0,930
