Co,Si,Pt,O,Ni,Gd,Al
16769,0,842,4142,11737,0,0
16670,0,972,4193,11732,0,0
16589,0,1092,4242,11728,0,0
16495,0,1210,4289,11730,0,0
16413,0,1317,4335,11718,0,0
16353,0,1451,4384,11714,0,0
16699,0,1291,4376,11595,0,0
17097,0,1141,4373,11456,0,0
17484,0,993,4360,11319,0,0
17835,0,838,4357,11195,0,0
18223,0,670,4348,11057,0,0
18591,0,523,4340,10939,0,0
18960,0,372,4332,10797,0,0
19327,0,221,4321,10673,0,0
19710,0,122,4318,10545,0,0
19574,0,123,4345,10572,0,0
19091,0,130,4401,10730,0,0
18618,0,154,4447,10858,0,0
18133,0,173,4499,11006,0,0
17680,0,204,4558,11135,0,0
17185,0,231,4605,11285,0,0
16742,0,259,4654,11421,0,0
16246,0,285,4715,11568,0,0
15791,0,316,4759,11694,0,0
15496,0,342,4785,11785,0,0
16323,0,350,4698,11543,0,0
17200,0,352,4601,11263,0,0
18036,0,369,4505,11014,0,0
18935,0,381,4403,10755,0,0
19754,0,381,4317,10506,0,0
20656,0,398,4217,10230,0,0
21476,0,406,4122,9987,0,0
22351,0,420,4027,9719,0,0
23204,0,461,3941,9472,0,0
22997,0,440,3982,9485,0,0
22254,0,427,4099,9651,0,0
21449,0,419,4235,9811,0,0
20701,0,410,4346,9990,0,0
19899,0,397,4470,10157,0,0
19091,0,390,4609,10334,0,0
18354,0,379,4726,10487,0,0
17541,0,371,4851,10657,0,0
16792,0,366,4968,10829,0,0
16097,0,365,5086,10960,0,0
15864,0,355,5167,10965,0,0
15591,0,366,5247,10963,0,0
15339,0,377,5327,10959,0,0
15079,0,388,5409,10956,0,0
14828,0,399,5488,10955,0,0
14571,0,407,5568,10960,0,0
14322,0,423,5645,10965,0,0
14048,0,431,5733,10962,0,0
13815,0,466,5806,10960,0,0
13873,0,479,5790,11123,0,0
14049,0,526,5756,11325,0,0
14242,0,588,5704,11541,0,0
14441,0,650,5666,11735,0,0
14626,0,713,5617,11962,0,0
14825,0,782,5577,12165,0,0
15015,0,845,5531,12380,0,0
15204,0,910,5483,12590,0,0
15407,0,980,5434,12802,0,0
15600,0,1023,5396,12942,0,0
15861,0,964,5386,12910,0,0
16111,0,921,5376,12869,0,0
16355,0,888,5357,12827,0,0
16602,0,856,5344,12789,0,0
16863,0,805,5329,12754,0,0
17110,0,768,5320,12715,0,0
17367,0,731,5304,12664,0,0
17600,0,696,5296,12630,0,0
17868,0,688,5280,12591,0,0
17624,0,680,5328,12411,0,0
17266,0,648,5383,12191,0,0
16905,0,620,5449,11962,0,0
16543,0,597,5513,11756,0,0
16167,0,569,5576,11524,0,0
15811,0,544,5638,11308,0,0
15429,0,527,5698,11080,0,0
15084,0,511,5759,10864,0,0
14697,0,482,5818,10640,0,0
14415,0,462,5829,10500,0,0
14312,0,414,5712,10555,0,0
14201,0,392,5600,10590,0,0
14091,0,369,5484,10640,0,0
13976,0,346,5370,10678,0,0
13870,0,315,5256,10716,0,0
13765,0,294,5145,10763,0,0
13639,0,263,5023,10811,0,0
13539,0,240,4911,10840,0,0
13422,0,236,4795,10891,0,0
13704,0,241,4759,10828,0,0
14074,0,248,4747,10729,0,0
14401,0,247,4733,10635,0,0
14786,0,253,4724,10540,0,0
15130,0,252,4705,10456,0,0
15496,0,258,4688,10361,0,0
15852,0,260,4676,10271,0,0
16205,0,268,4662,10184,0,0
16550,0,277,4646,10091,0,0
17009,0,271,4683,9860,0,0
17577,0,245,4814,9449,0,0
18195,0,234,4954,8986,0,0
18808,0,228,5098,8527,0,0
19369,0,226,5229,8108,0,0
19981,0,221,5359,7655,0,0
20555,0,213,5490,7223,0,0
21148,0,210,5627,6774,0,0
21730,0,203,5762,6349,0,0
22338,0,211,5900,5901,0,0
21987,0,224,6014,6093,0,0
21534,0,281,6126,6378,0,0
21106,0,333,6229,6658,0,0
20643,0,401,6347,6940,0,0
20211,0,451,6453,7202,0,0
19763,0,515,6569,7482,0,0
19331,0,571,6675,7745,0,0
18874,0,637,6785,8026,0,0
18454,0,702,6898,8298,0,0
18054,0,723,6855,8548,0,0
17734,0,731,6626,8701,0,0
17422,0,729,6375,8868,0,0
17123,0,743,6144,9026,0,0
16801,0,757,5904,9191,0,0
16499,0,768,5667,9347,0,0
16171,0,780,5426,9509,0,0
15874,0,798,5197,9673,0,0
15560,0,822,4948,9845,0,0
15255,0,871,4720,10010,0,0
15462,0,781,4821,10191,0,0
15700,0,703,4932,10372,0,0
15946,0,634,5061,10565,0,0
16166,0,565,5181,10747,0,0
16426,0,497,5301,10943,0,0
16656,0,435,5421,11123,0,0
16906,0,362,5549,11315,0,0
17140,0,293,5674,11504,0,0
17371,0,236,5787,11693,0,0
17607,0,217,5877,11598,0,0
17808,0,203,5906,11252,0,0
18020,0,208,5940,10875,0,0
18211,0,214,5966,10527,0,0
18429,0,220,5996,10162,0,0
18613,0,228,6028,9812,0,0
18818,0,231,6061,9430,0,0
19026,0,237,6096,9090,0,0
19231,0,258,6129,8720,0,0
19426,0,290,6162,8367,0,0
19228,0,256,6020,8693,0,0
19052,0,220,5890,8994,0,0
18863,0,186,5751,9327,0,0
18680,0,156,5618,9628,0,0
18488,0,119,5477,9948,0,0
18306,0,82,5351,10248,0,0
18113,0,49,5208,10580,0,0
17931,0,18,5075,10867,0,0
17741,0,6,4933,11205,0,0
17394,0,7,4888,11281,0,0
16864,0,8,4913,11145,0,0
16378,0,9,4931,11028,0,0
15843,0,14,4963,10899,0,0
15366,0,21,4985,10776,0,0
14827,0,26,5010,10642,0,0
14339,0,33,5032,10519,0,0
13815,0,42,5061,10394,0,0
13322,0,48,5087,10271,0,0
12845,0,53,5116,10156,0,0
12989,0,58,5179,10202,0,0
13128,0,84,5234,10246,0,0
13249,0,115,5296,10289,0,0
13387,0,145,5360,10331,0,0
13515,0,187,5426,10373,0,0
13660,0,224,5483,10417,0,0
13793,0,271,5542,10469,0,0
13940,0,315,5602,10512,0,0
14058,0,363,5670,10556,0,0
13991,0,359,5718,10719,0,0
13773,0,374,5766,10969,0,0
13574,0,402,5804,11211,0,0
13357,0,444,5853,11468,0,0
13152,0,487,5900,11709,0,0
12923,0,531,5946,11970,0,0
12730,0,569,5990,12209,0,0
12501,0,618,6038,12464,0,0
12306,0,674,6083,12705,0,0
12168,0,723,6128,12874,0,0
12580,0,691,6190,12569,0,0
13011,0,660,6257,12243,0,0
13416,0,635,6311,11944,0,0
13848,0,613,6378,11613,0,0
14259,0,595,6437,11306,0,0
14707,0,569,6499,10988,0,0
15097,0,545,6563,10676,0,0
15539,0,527,6623,10349,0,0
15942,0,538,6684,10041,0,0
15913,0,528,6636,10021,0,0
15655,0,543,6535,10146,0,0
15380,0,573,6430,10284,0,0
15129,0,596,6334,10406,0,0
14845,0,635,6224,10544,0,0
14569,0,661,6116,10680,0,0
14303,0,690,6020,10809,0,0
14027,0,727,5907,10942,0,0
13768,0,762,5811,11065,0,0
13563,0,793,5717,11116,0,0
13629,0,762,5663,10877,0,0
13691,0,764,5616,10617,0,0
13755,0,782,5564,10375,0,0
13812,0,789,5511,10119,0,0
13875,0,792,5463,9879,0,0
13944,0,804,5404,9610,0,0
14006,0,820,5360,9381,0,0
14065,0,830,5302,9131,0,0
14131,0,875,5259,8882,0,0
14355,0,829,5341,9023,0,0
14628,0,778,5472,9302,0,0
14909,0,733,5612,9598,0,0
15180,0,679,5734,9880,0,0
15458,0,626,5880,10174,0,0
15730,0,578,6007,10453,0,0
16025,0,535,6152,10749,0,0
16293,0,484,6280,11031,0,0
16584,0,442,6412,11337,0,0
16894,0,446,6486,11535,0,0
17403,0,399,6369,11465,0,0
17868,0,371,6258,11409,0,0
18382,0,338,6130,11342,0,0
18847,0,320,6024,11294,0,0
19359,0,287,5899,11227,0,0
19846,0,260,5787,11177,0,0
20353,0,226,5665,11111,0,0
20848,0,190,5540,11055,0,0
21333,0,205,5428,10996,0,0
21057,0,210,5371,10827,0,0
20619,0,253,5334,10642,0,0
20142,0,303,5297,10442,0,0
19692,0,344,5260,10255,0,0
19222,0,392,5230,10047,0,0
18775,0,445,5189,9877,0,0
18293,0,493,5152,9672,0,0
17857,0,530,5112,9489,0,0
17374,0,584,5086,9291,0,0
17002,0,604,5080,9245,0,0
16731,0,529,5165,9487,0,0
16494,0,460,5246,9711,0,0
16230,0,389,5331,9958,0,0
15993,0,324,5410,10177,0,0
15732,0,255,5491,10431,0,0
15483,0,195,5572,10656,0,0
15226,0,136,5657,10903,0,0
14984,0,72,5732,11136,0,0
14726,0,31,5819,11387,0,0
15016,0,35,5804,11018,0,0
15429,0,48,5769,10496,0,0
15802,0,63,5736,10027,0,0
16223,0,80,5703,9513,0,0
16613,0,91,5671,9055,0,0
17016,0,105,5631,8549,0,0
17407,0,121,5596,8076,0,0
17824,0,141,5555,7562,0,0
18203,0,154,5524,7091,0,0
18246,0,164,5511,6945,0,0
17650,0,173,5508,7423,0,0
17043,0,183,5504,7945,0,0
16406,0,192,5500,8466,0,0
15834,0,205,5500,8952,0,0
15214,0,218,5498,9460,0,0
14640,0,224,5503,9945,0,0
14017,0,239,5498,10466,0,0
13432,0,246,5502,10941,0,0
12814,0,266,5499,11465,0,0
13171,0,256,5508,11431,0,0
13636,0,270,5520,11353,0,0
14072,0,284,5532,11265,0,0
14536,0,303,5544,11195,0,0
14964,0,318,5553,11099,0,0
15435,0,334,5562,11031,0,0
15870,0,351,5572,10948,0,0
16336,0,373,5583,10866,0,0
16788,0,385,5597,10782,0,0
16753,0,376,5622,10798,0,0
16141,0,377,5663,10927,0,0
15452,0,398,5720,11064,0,0
14830,0,407,5759,11206,0,0
14159,0,431,5809,11342,0,0
13530,0,448,5847,11471,0,0
12860,0,467,5898,11622,0,0
12229,0,491,5947,11751,0,0
11556,0,513,5986,11891,0,0
10929,0,561,6039,12014,0,0
11041,0,554,5914,11855,0,0
11177,0,544,5799,11680,0,0
11322,0,528,5657,11479,0,0
11473,0,518,5535,11293,0,0
11617,0,508,5406,11112,0,0
11763,0,494,5271,10910,0,0
11905,0,491,5137,10730,0,0
12061,0,483,5012,10537,0,0
12205,0,496,4884,10348,0,0
12572,0,495,4851,10289,0,0
13120,0,438,4910,10371,0,0
13712,0,376,4973,10460,0,0
14266,0,321,5036,10546,0,0
14856,0,256,5104,10626,0,0
15402,0,204,5163,10715,0,0
16002,0,146,5226,10793,0,0
16550,0,97,5288,10877,0,0
17147,0,39,5348,10965,0,0
17696,0,6,5410,11047,0,0
17341,0,21,5349,11037,0,0
17001,0,54,5293,11034,0,0
16660,0,85,5228,11030,0,0
16324,0,117,5175,11024,0,0
15965,0,152,5117,11023,0,0
15632,0,184,5055,11018,0,0
15274,0,217,4994,11021,0,0
14942,0,257,4939,11010,0,0
14587,0,290,4878,11001,0,0
14540,0,289,4900,11054,0,0
14744,0,263,4974,11149,0,0
14938,0,244,5044,11235,0,0
15146,0,230,5125,11324,0,0
15345,0,220,5196,11408,0,0
15543,0,210,5272,11486,0,0
15735,0,201,5347,11590,0,0
15945,0,194,5426,11678,0,0
16138,0,190,5499,11757,0,0
16294,0,197,5569,11837,0,0
15869,0,179,5453,11542,0,0
15468,0,170,5359,11264,0,0
15034,0,171,5244,10976,0,0
14630,0,173,5144,10706,0,0
14194,0,185,5035,10411,0,0
13790,0,186,4935,10135,0,0
13364,0,196,4822,9846,0,0
12952,0,197,4717,9567,0,0
12519,0,216,4609,9289,0,0
12582,0,239,4582,9366,0,0
12939,0,279,4594,9711,0,0
13266,0,324,4615,10018,0,0
13630,0,378,4626,10354,0,0
13964,0,431,4641,10674,0,0
14332,0,484,4657,11010,0,0
14665,0,533,4671,11328,0,0
15036,0,584,4686,11660,0,0
15362,0,645,4703,11976,0,0
15644,0,701,4716,12252,0,0
15460,0,669,4714,12188,0,0
15263,0,679,4707,12103,0,0
15079,0,688,4702,12040,0,0
14887,0,703,4701,11963,0,0
14703,0,719,4692,11888,0,0
14512,0,731,4687,11814,0,0
14320,0,746,4683,11741,0,0
14128,0,754,4673,11677,0,0
13947,0,803,4666,11601,0,0
13878,0,797,4810,11619,0,0
13884,0,769,5007,11689,0,0
13869,0,751,5227,11758,0,0
13872,0,736,5453,11843,0,0
13877,0,731,5651,11917,0,0
13873,0,715,5871,11987,0,0
13871,0,704,6075,12057,0,0
13884,0,683,6300,12127,0,0
13880,0,667,6505,12194,0,0
13930,0,664,6643,12231,0,0
14159,0,588,6498,12134,0,0
14414,0,532,6350,12012,0,0
14637,0,487,6204,11907,0,0
14889,0,432,6047,11797,0,0
15118,0,378,5905,11686,0,0
15371,0,328,5752,11573,0,0
15614,0,274,5612,11466,0,0
15852,0,228,5457,11361,0,0
16094,0,223,5313,11246,0,0
16045,0,237,5283,11211,0,0
15901,0,261,5295,11192,0,0
15719,0,287,5310,11184,0,0
15567,0,317,5325,11177,0,0
15413,0,341,5340,11150,0,0
15264,0,368,5356,11150,0,0
15100,0,396,5369,11129,0,0
14937,0,428,5386,11124,0,0
14779,0,468,5403,11109,0,0
14697,0,497,5385,11067,0,0
14880,0,452,5278,10917,0,0
15038,0,427,5178,10775,0,0
15222,0,419,5059,10636,0,0
15389,0,412,4956,10492,0,0
15571,0,391,4844,10353,0,0
15741,0,380,4743,10216,0,0
15921,0,372,4628,10073,0,0
16099,0,361,4515,9918,0,0
16274,0,357,4413,9805,0,0
16429,0,337,4456,9672,0,0
16564,0,312,4538,9573,0,0
16741,0,294,4616,9460,0,0
16876,0,273,4696,9361,0,0
17028,0,262,4777,9245,0,0
17187,0,237,4856,9152,0,0
17341,0,219,4940,9043,0,0
17496,0,204,5026,8932,0,0
17659,0,208,5108,8830,0,0
17702,0,211,5178,8800,0,0
17476,0,233,5253,8962,0,0
17266,0,251,5315,9090,0,0
17060,0,273,5386,9248,0,0
16844,0,299,5448,9388,0,0
16634,0,320,5514,9535,0,0
16423,0,343,5577,9686,0,0
16199,0,363,5645,9831,0,0
16000,0,391,5711,9984,0,0
15792,0,419,5778,10139,0,0
15835,0,397,5720,10271,0,0
15941,0,395,5633,10398,0,0
16036,0,405,5555,10543,0,0
16136,0,419,5467,10683,0,0
16244,0,436,5394,10819,0,0
16331,0,443,5308,10963,0,0
16440,0,455,5228,11088,0,0
16533,0,476,5140,11234,0,0
16628,0,499,5065,11369,0,0
16910,0,517,5019,11411,0,0
17494,0,507,5045,11293,0,0
18042,0,498,5068,11172,0,0
18631,0,495,5091,11054,0,0
19162,0,493,5113,10943,0,0
19757,0,497,5142,10822,0,0
20295,0,495,5164,10709,0,0
20886,0,499,5195,10593,0,0
21434,0,509,5209,10478,0,0
22033,0,545,5238,10354,0,0
21718,0,512,5153,10269,0,0
21306,0,490,5050,10184,0,0
20926,0,476,4958,10108,0,0
20523,0,459,4852,10029,0,0
20152,0,438,4760,9957,0,0
19745,0,427,4661,9862,0,0
19372,0,413,4568,9798,0,0
18971,0,400,4462,9710,0,0
18595,0,386,4371,9625,0,0
18334,0,371,4290,9627,0,0
18236,0,333,4245,9736,0,0
18139,0,289,4190,9851,0,0
18067,0,254,4142,9962,0,0
17978,0,217,4098,10065,0,0
17890,0,175,4054,10168,0,0
17810,0,136,3995,10281,0,0
17722,0,104,3951,10386,0,0
17636,0,63,3899,10502,0,0
17549,0,49,3853,10600,0,0
16869,0,43,3899,10702,0,0
16213,0,56,3951,10784,0,0
15485,0,76,4007,10872,0,0
14821,0,101,4051,10967,0,0
14107,0,119,4104,11060,0,0
13397,0,145,4168,11153,0,0
12730,0,168,4212,11236,0,0
12002,0,201,4268,11332,0,0
11342,0,226,4324,11419,0,0
10395,0,226,4471,11132,0,0
9283,0,201,4706,10526,0,0
8097,0,167,4953,9850,0,0
6993,0,139,5192,9233,0,0
5797,0,106,5434,8579,0,0
4702,0,80,5673,7955,0,0
3507,0,49,5921,7303,0,0
2402,0,22,6151,6674,0,0
1224,0,1,6405,6010,0,0
259,0,0,6640,5406,0,0
226,0,0,6756,4946,0,0
198,0,0,6858,4527,0,0
170,0,0,6970,4073,0,0
144,0,0,7080,3654,0,0
115,0,0,7188,3204,0,1
86,0,0,7300,2787,0,4
55,0,0,7416,2346,0,6
30,0,0,7518,1922,0,7
0,0,0,7633,1487,0,9
0,0,0,7658,1271,0,58
0,0,0,7604,1189,0,250
0,0,0,7567,1123,0,436
0,0,0,7519,1045,0,644
0,0,0,7473,978,0,821
0,0,0,7428,909,0,1032
0,0,0,7378,832,0,1224
0,0,0,7339,760,0,1418
0,0,0,7284,680,0,1623
0,0,0,7251,669,0,1795
0,0,0,7302,655,0,1801
0,0,0,7348,649,0,1848
0,0,0,7400,640,0,1895
0,0,0,7441,638,0,1942
0,0,0,7488,627,0,1980
0,0,0,7541,620,0,2025
0,0,0,7590,611,0,2074
0,0,0,7639,601,0,2114
0,0,0,7687,595,0,2173
16,0,0,7648,553,0,2302
65,0,0,7549,486,0,2570
111,0,0,7457,423,0,2809
163,0,0,7360,352,0,3071
209,0,0,7269,291,0,3315
258,0,0,7170,228,0,3572
307,0,0,7075,174,0,3813
358,0,0,6974,109,0,4080
402,0,0,6886,54,0,4328
439,0,0,6794,39,0,4545
396,0,0,6794,61,0,4303
344,0,0,6772,99,0,4045
299,0,0,6771,134,0,3811
243,0,0,6759,166,0,3551
200,0,0,6754,203,0,3314
148,0,0,6742,244,0,3071
102,0,0,6736,291,0,2835
51,0,0,6728,334,0,2578
5,0,0,6709,385,0,2353
0,0,0,6747,385,0,2133
0,0,0,6814,380,0,1898
0,0,0,6878,389,0,1639
0,0,0,6938,392,0,1379
0,0,0,6993,392,0,1134
0,0,0,7055,399,0,884
0,0,0,7118,412,0,644
0,0,0,7182,416,0,389
0,0,0,7244,430,0,155
0,0,0,7284,462,0,0
0,0,0,7252,465,0,37
0,0,0,7225,512,0,92
0,0,0,7196,540,0,151
0,0,0,7162,575,0,209
0,0,0,7132,611,0,268
0,0,0,7103,652,0,327
0,0,0,7077,686,0,385
0,0,0,7049,725,0,445
0,0,0,7016,762,0,501
0,0,0,7042,721,0,604
0,0,0,7083,645,0,765
0,0,0,7125,560,0,948
0,0,0,7165,483,0,1115
0,0,0,7208,408,0,1298
0,0,0,7249,331,0,1475
0,0,0,7298,251,0,1657
0,0,0,7339,186,0,1830
0,0,0,7379,114,0,2011
0,0,0,7408,94,0,2140
0,0,0,7447,111,0,2049
0,0,0,7458,148,0,1969
0,0,0,7493,189,0,1880
0,0,0,7519,230,0,1804
0,0,0,7542,272,0,1721
0,0,0,7572,315,0,1640
0,0,0,7587,360,0,1561
0,0,0,7617,407,0,1484
0,0,0,7640,457,0,1423
0,0,0,7626,463,0,1373
0,0,0,7595,458,0,1342
0,0,0,7567,449,0,1312
0,0,0,7534,442,0,1274
0,0,0,7506,438,0,1238
0,0,0,7483,426,0,1201
0,0,0,7450,423,0,1161
0,0,0,7426,429,0,1136
0,0,0,7394,433,0,1101
0,0,0,7362,432,0,1077
0,0,0,7337,392,0,961
0,0,0,7308,368,0,862
0,0,0,7278,337,0,759
0,0,0,7254,308,0,663
0,0,0,7222,282,0,564
0,0,0,7200,254,0,474
0,0,0,7166,226,0,367
0,0,0,7140,210,0,273
0,0,0,7115,192,0,180
0,0,0,7107,184,0,159
0,0,0,7103,177,0,135
6,0,0,7101,168,0,113
15,0,0,7097,163,0,96
20,0,0,7091,163,0,74
27,0,0,7093,161,0,52
34,0,0,7084,159,0,31
39,0,0,7089,164,0,14
45,0,0,7079,177,0,0
50,0,0,7064,195,0,9
67,0,0,7032,196,0,122
81,0,0,6983,202,0,238
101,0,0,6947,208,0,373
118,0,0,6905,222,0,496
136,0,0,6873,235,0,633
155,0,0,6833,237,0,752
170,0,0,6794,252,0,880
185,0,0,6754,261,0,1008
210,0,0,6716,278,0,1144
186,0,0,6657,255,0,1118
163,0,0,6602,234,0,1091
142,0,0,6540,222,0,1063
116,0,0,6479,206,0,1042
93,0,0,6427,191,0,1017
69,0,0,6364,176,0,982
48,0,0,6306,168,0,974
24,0,0,6249,154,0,951
1,0,0,6198,145,0,932
0,0,0,6224,146,0,921
0,0,0,6359,136,0,925
0,0,0,6511,140,0,930
0,0,0,6644,149,0,941
0,0,0,6791,157,0,953
0,0,0,6927,171,0,960
0,0,0,7079,194,0,978
0,0,0,7214,201,0,985
0,0,0,7356,228,0,1001
0,0,0,7495,249,0,1051
0,0,0,7501,223,0,1136
0,0,0,7493,192,0,1255
0,0,0,7485,170,0,1387
0,0,0,7482,141,0,1508
0,0,0,7479,119,0,1627
0,0,0,7475,97,0,1751
0,0,0,7460,78,0,1868
0,0,0,7452,62,0,2003
0,0,0,7442,62,0,2123
0,0,0,7415,64,0,2219
0,0,0,7366,59,0,2286
0,0,0,7310,53,0,2369
0,0,0,7261,53,0,2435
0,0,0,7200,55,0,2516
0,0,0,7148,58,0,2578
0,0,0,7092,65,0,2656
0,0,0,7043,68,0,2729
0,0,0,6985,68,0,2809
0,0,0,6936,77,0,2900
0,0,0,6999,84,0,2643
0,0,0,7074,99,0,2419
0,0,0,7145,110,0,2171
0,0,0,7208,133,0,1952
0,0,0,7274,157,0,1707
0,0,0,7340,175,0,1489
0,0,0,7412,197,0,1248
0,0,0,7480,220,0,1029
0,0,0,7551,250,0,795
0,0,0,7574,253,0,681
0,0,0,7580,249,0,620
0,0,0,7572,256,0,566
0,0,0,7569,266,0,517
0,0,0,7565,272,0,460
0,0,0,7560,282,0,410
0,0,0,7560,295,0,361
0,0,0,7557,311,0,309
0,0,0,7550,328,0,261
0,0,0,7549,353,0,248
0,0,0,7584,325,0,454
0,0,0,7605,307,0,669
0,0,0,7641,289,0,905
0,0,0,7664,267,0,1121
0,0,0,7698,254,0,1354
0,0,0,7727,234,0,1572
0,0,0,7759,212,0,1805
0,0,0,7782,203,0,2022
0,0,0,7815,203,0,2265
0,0,0,7776,206,0,2326
0,0,0,7704,217,0,2303
0,0,0,7639,255,0,2286
0,0,0,7561,281,0,2266
0,0,0,7489,313,0,2250
0,0,0,7418,345,0,2232
0,0,0,7344,377,0,2214
0,0,0,7266,405,0,2191
0,0,0,7195,437,0,2176
0,0,0,7135,462,0,2149
0,0,0,7165,444,0,2039
0,0,0,7190,418,0,1940
0,0,0,7218,397,0,1857
0,0,0,7237,377,0,1757
0,0,0,7259,354,0,1670
0,0,0,7292,331,0,1575
0,0,0,7315,317,0,1485
0,0,0,7346,302,0,1392
0,0,0,7369,305,0,1313
0,0,0,7420,293,0,1223
0,0,0,7485,276,0,1142
0,0,0,7544,262,0,1070
0,0,0,7602,253,0,987
0,0,0,7659,237,0,916
0,0,0,7730,220,0,840
0,0,0,7786,206,0,768
0,0,0,7849,197,0,681
0,0,0,7905,191,0,628
0,0,0,7931,190,0,614
0,0,0,7839,175,0,706
0,0,0,7743,171,0,829
0,0,0,7648,175,0,944
0,0,0,7545,179,0,1070
0,0,0,7452,185,0,1188
0,0,0,7350,191,0,1320
0,0,0,7249,190,0,1445
0,0,0,7152,197,0,1577
0,0,0,7063,205,0,1699
0,0,0,7095,198,0,1764
0,0,0,7170,197,0,1812
0,0,0,7252,194,0,1884
0,0,0,7326,199,0,1948
0,0,0,7412,206,0,2015
0,0,0,7487,208,0,2072
0,0,0,7572,210,0,2144
0,0,0,7648,224,0,2209
0,0,0,7725,232,0,2285
0,0,0,7795,237,0,2324
0,0,0,7832,202,0,2087
0,0,0,7864,187,0,1894
0,0,0,7903,174,0,1671
0,0,0,7933,158,0,1469
0,0,0,7967,148,0,1258
0,0,0,8003,137,0,1041
0,0,0,8042,133,0,842
0,0,0,8069,121,0,630
0,0,0,8103,144,0,443
0,0,0,8166,139,0,496
0,0,0,8233,147,0,567
0,0,0,8297,149,0,645
0,0,0,8363,155,0,721
0,0,0,8432,166,0,796
0,0,0,8496,167,0,871
0,0,0,8565,179,0,953
0,0,0,8631,187,0,1027
0,0,0,8697,201,0,1108
0,0,0,8741,211,0,1135
0,0,0,8736,204,0,1032
0,0,0,8735,211,0,949
0,0,0,8727,227,0,853
0,0,0,8720,250,0,764
0,0,0,8716,268,0,668
0,0,0,8705,280,0,582
0,0,0,8707,302,0,487
0,0,0,8699,328,0,406
0,0,0,8699,352,0,317
0,0,0,8593,349,0,331
0,0,0,8470,343,0,368
0,0,0,8351,348,0,401
0,0,0,8226,351,0,440
0,0,0,8103,357,0,469
0,0,0,7977,365,0,507
0,0,0,7860,372,0,545
0,0,0,7727,382,0,579
0,0,0,7601,411,0,616
0,0,0,7529,417,0,616
0,0,0,7528,380,0,557
0,0,0,7529,348,0,504
0,0,0,7530,318,0,450
0,0,0,7526,291,0,402
0,0,0,7529,258,0,348
0,0,0,7529,234,0,303
0,0,0,7526,209,0,249
0,0,0,7530,181,0,202
0,0,0,7528,185,0,163
0,0,0,7397,166,0,204
0,0,0,7251,144,0,299
0,0,0,7106,123,0,394
0,0,0,6951,103,0,491
0,0,0,6804,87,0,578
0,0,0,6650,72,0,676
0,0,0,6511,55,0,768
0,0,0,6355,39,0,865
0,0,0,6214,31,0,967
0,0,0,6186,36,0,980
0,0,0,6314,55,0,864
0,0,0,6447,74,0,748
0,0,0,6575,95,0,637
0,0,0,6699,131,0,519
0,0,0,6832,155,0,410
0,0,0,6969,175,0,295
0,0,0,7091,202,0,187
0,0,0,7228,229,0,72
0,0,0,7354,258,0,10
0,0,0,7363,234,0,321
0,0,0,7362,238,0,679
0,0,0,7363,245,0,1077
0,0,0,7352,255,0,1473
0,0,0,7361,264,0,1837
0,0,0,7357,273,0,2219
0,0,0,7360,279,0,2588
0,0,0,7356,286,0,2983
0,0,0,7356,294,0,3347
0,0,0,7339,298,0,3424
0,0,0,7295,285,0,3217
0,0,0,7249,289,0,2987
0,0,0,7211,286,0,2781
0,0,0,7174,276,0,2570
0,0,0,7133,274,0,2363
0,0,0,7092,267,0,2133
0,0,0,7053,267,0,1927
0,0,0,7014,269,0,1709
0,0,0,6975,284,0,1557
0,0,0,7024,262,0,1593
0,0,0,7069,253,0,1665
0,0,0,7115,249,0,1759
0,0,0,7158,239,0,1842
0,0,0,7203,230,0,1926
0,0,0,7247,224,0,2003
0,0,0,7301,217,0,2095
0,0,0,7340,216,0,2174
0,0,0,7389,214,0,2265
0,0,0,7383,211,0,2220
0,0,0,7342,225,0,2067
0,0,0,7304,252,0,1912
0,0,0,7260,276,0,1754
0,0,0,7223,307,0,1607
0,0,0,7174,331,0,1455
0,0,0,7128,362,0,1293
0,0,0,7083,392,0,1144
0,0,0,7041,428,0,987
0,0,0,7007,472,0,892
0,0,0,7029,421,0,830
0,0,0,7059,380,0,801
0,0,0,7085,333,0,767
0,0,0,7110,293,0,741
0,0,0,7131,253,0,718
0,0,0,7151,210,0,690
0,0,0,7182,175,0,664
0,0,0,7205,138,0,638
0,0,0,7230,106,0,625
0,0,0,7230,96,0,649
0,0,0,7228,85,0,721
0,0,0,7214,80,0,796
0,0,0,7215,80,0,883
0,0,0,7203,73,0,959
0,0,0,7203,76,0,1025
0,0,0,7191,72,0,1110
0,0,0,7188,75,0,1193
0,0,0,7180,83,0,1267
0,0,0,7192,92,0,1357
0,0,0,7279,98,0,1323
0,0,0,7381,112,0,1286
0,0,0,7471,123,0,1253
0,0,0,7566,137,0,1214
0,0,0,7653,149,0,1176
0,0,0,7758,165,0,1141
0,0,0,7846,181,0,1106
0,0,0,7946,197,0,1071
0,0,0,8032,215,0,1048
0,0,0,7973,217,0,982
0,0,0,7818,211,0,865
0,0,0,7677,215,0,757
0,0,0,7517,219,0,638
0,0,0,7379,222,0,527
0,0,0,7222,226,0,409
0,0,0,7081,223,0,301
0,0,0,6929,231,0,182
0,0,0,6781,244,0,74
0,0,0,6691,247,0,6
0,0,0,6801,228,0,83
0,0,0,6913,206,0,175
0,0,0,7020,191,0,261
0,0,0,7135,168,0,358
0,0,0,7245,157,0,449
