Co,O,Ni,Gd
36282,26227,37388,0
35579,25814,37733,0
35670,25928,37719,0
35920,26191,37624,4
36145,26465,37528,10
36387,26707,37434,18
36619,26971,37346,25
36855,27243,37266,32
37116,27473,37176,40
37328,27746,37092,50
37601,27999,36994,54
37829,28247,36923,61
38066,28517,36827,70
38256,28478,36650,65
38458,28354,36438,57
38600,28256,36270,50
38788,28128,36062,44
38968,28019,35877,44
39135,27927,35674,42
39316,27801,35474,38
39495,27710,35271,35
39680,27588,35112,35
39867,27485,34877,35
40048,27393,34700,40
40149,27537,34919,36
40259,27755,35235,29
40372,27987,35527,24
40475,28218,35853,20
40592,28428,36134,16
40716,28638,36448,9
40822,28856,36748,2
40940,29063,37034,0
41036,29291,37346,2
41160,29518,37643,4
41255,29737,37937,6
41398,29760,37650,4
41524,29775,37289,2
41660,29799,36971,0
41789,29835,36636,0
41931,29856,36271,0
42069,29902,35933,0
42198,29913,35605,0
42318,29943,35256,0
42468,29970,34908,0
42595,29980,34610,0
42724,30025,34272,0
42506,30130,34515,0
42283,30239,34771,0
42075,30365,35047,0
41843,30482,35335,0
41641,30571,35575,0
41412,30694,35858,3
41200,30805,36122,6
40974,30919,36385,8
40782,31034,36646,9
40553,31137,36916,10
40379,31304,37194,12
40501,31775,37158,10
40627,32288,37145,9
40769,32809,37139,13
40885,33291,37114,15
41020,33810,37106,15
41172,34310,37102,17
41297,34826,37074,22
41439,35318,37062,29
41583,35839,37060,35
41699,36368,37033,42
41788,36779,37013,46
41682,36469,37107,39
41553,36191,37187,35
41437,35920,37237,29
41349,35621,37334,23
41206,35345,37390,21
41105,35058,37464,17
40962,34778,37527,17
40850,34489,37595,16
40738,34201,37678,14
40623,33922,37734,15
40480,33623,37852,17
40232,33134,38069,13
39980,32711,38267,9
39713,32232,38484,5
39478,31750,38713,3
39242,31334,38910,0
38973,30862,39125,0
38725,30394,39353,0
38476,29957,39552,0
38239,29493,39786,0
37964,29015,40011,0
37792,28736,40164,0
37817,28937,40067,0
37857,29184,39977,0
37892,29405,39909,0
37915,29614,39828,0
37946,29851,39756,2
37962,30090,39673,6
38011,30309,39593,8
38048,30534,39533,9
38065,30787,39432,11
38088,30989,39376,14
38154,31193,39295,14
38266,31269,39159,11
38399,31353,39011,10
38529,31431,38904,8
38621,31520,38780,6
38760,31595,38636,4
38860,31671,38521,4
38986,31746,38403,8
39135,31829,38278,13
39246,31906,38150,17
39370,31998,38008,19
39617,32017,37920,20
40075,31986,37893,17
40582,31913,37877,14
41094,31871,37876,10
41588,31824,37856,5
42055,31772,37851,2
42571,31713,37844,0
43056,31645,37843,0
43529,31608,37822,0
44035,31537,37804,0
44535,31518,37786,0
44733,31418,37817,0
44480,31305,37888,2
44182,31186,37967,10
43945,31053,38037,20
43677,30933,38117,30
43390,30798,38189,38
43114,30695,38260,50
42871,30562,38342,55
42592,30423,38406,66
42313,30298,38472,75
42086,30191,38549,84
41897,30159,38693,85
41896,30283,38900,75
41875,30417,39098,66
41882,30553,39309,57
41875,30671,39533,50
41851,30822,39757,39
41883,30919,39942,30
41841,31045,40163,20
41857,31182,40379,12
41842,31287,40580,4
41851,31439,40793,0
41941,31838,40892,0
42072,32469,40899,0
42253,33160,40895,0
42422,33838,40884,0
42589,34486,40889,0
42740,35161,40898,0
42918,35840,40879,0
43076,36539,40866,2
43234,37168,40881,4
43390,37854,40864,6
43571,38532,40848,8
43485,38768,40910,8
43194,38668,41018,6
42904,38563,41109,4
42641,38472,41212,2
42321,38369,41335,0
42020,38273,41445,0
41754,38174,41546,0
41447,38095,41653,0
41160,37984,41762,0
40863,37885,41889,0
40573,37800,41981,0
40346,37694,42034,0
40158,37619,42049,0
39966,37525,42060,0
39770,37442,42085,0
39572,37353,42093,3
39385,37254,42124,6
39177,37148,42149,9
39001,37068,42172,10
38835,36997,42158,13
38603,36895,42196,16
38409,36808,42223,18
38495,36599,42185,17
38711,36359,42166,15
38918,36114,42113,11
39170,35848,42087,9
39356,35618,42058,8
39579,35373,42015,5
39813,35101,41966,1
40013,34874,41942,0
40235,34610,41910,0
40479,34359,41861,0
40686,34106,41840,0
41058,34206,41818,0
41511,34471,41799,0
41970,34736,41780,0
42379,34974,41766,0
42844,35249,41741,0
43278,35503,41746,0
43710,35748,41725,0
44160,36014,41704,0
44619,36264,41704,0
45035,36526,41683,0
45487,36781,41671,0
45260,36345,41726,0
44857,35748,41779,0
44393,35062,41853,0
43964,34403,41920,0
43495,33722,42007,0
43102,33120,42061,0
42630,32462,42135,0
42195,31768,42205,0
41790,31182,42260,0
41358,30514,42330,0
40913,29842,42408,0
40923,30124,42380,0
41001,30632,42322,0
41153,31152,42272,0
41252,31658,42222,0
41392,32103,42186,0
41493,32617,42131,0
41617,33134,42078,0
41728,33593,42022,0
41839,34100,41977,0
41969,34606,41922,2
42072,35082,41878,4
42191,35479,41717,2
42297,35827,41554,0
42404,36164,41378,0
42514,36548,41230,0
42622,36914,41041,0
42730,37269,40878,0
42841,37615,40697,0
42959,37985,40537,0
43073,38354,40367,0
43185,38693,40192,0
43285,39059,40026,2
43206,39042,40318,0
43105,39002,40627,0
43014,38966,40983,0
42910,38923,41316,0
42807,38890,41611,0
42708,38852,41941,0
42601,38817,42293,0
42494,38770,42616,2
42399,38728,42939,4
42315,38688,43288,6
42217,38650,43607,6
41966,38219,43390,6
41680,37767,43158,4
41418,37312,42949,2
41170,36880,42728,1
40895,36421,42506,6
40615,35970,42288,9
40384,35543,42074,10
40098,35087,41847,14
39830,34616,41623,17
39566,34159,41392,20
39338,33741,41183,22
39615,34411,41231,20
39892,35083,41290,17
40144,35688,41329,14
40429,36373,41379,10
40700,37064,41420,8
40963,37676,41478,6
41254,38362,41529,1
41557,39034,41572,0
41794,39641,41619,0
42084,40336,41662,0
42352,40877,41723,0
42399,40090,41898,0
42458,39374,42080,0
42490,38590,42255,0
42568,37818,42429,0
42591,37089,42610,0
42660,36318,42774,0
42711,35526,42938,0
42766,34811,43102,0
42806,34034,43290,0
42860,33260,43479,0
42922,32629,43605,0
42938,33156,43453,0
42978,33672,43279,0
43012,34203,43120,0
43039,34653,42963,0
43071,35177,42800,3
43097,35682,42650,6
43127,36141,42487,8
43162,36678,42312,10
43201,37180,42158,11
43228,37648,42012,14
43263,38057,41884,17
43269,37861,42005,14
43268,37662,42125,11
43264,37505,42215,9
43282,37315,42345,8
43286,37141,42437,5
43275,36975,42553,2
43297,36775,42669,0
43298,36597,42792,0
43314,36427,42881,0
43304,36246,42985,0
43419,36163,43053,0
43888,36343,42911,0
44380,36559,42782,0
44873,36770,42623,0
45357,36967,42483,0
45815,37170,42345,0
46319,37377,42196,0
46794,37581,42070,0
47272,37787,41925,0
47769,38007,41789,0
48245,38198,41633,0
48547,38440,41531,0
48350,38866,41502,0
48162,39289,41448,0
47985,39691,41422,0
47792,40107,41366,0
47603,40540,41329,0
47402,40980,41294,0
47226,41352,41249,0
47048,41775,41208,2
46839,42205,41167,4
46661,42607,41124,6
46593,42819,41055,8
46731,42662,40924,4
46899,42540,40814,2
47048,42364,40682,0
47199,42221,40541,0
47347,42084,40429,0
47499,41915,40308,0
47675,41772,40185,0
47825,41586,40046,0
47974,41454,39933,0
48115,41288,39818,0
48238,41130,39736,0
48329,40898,39736,0
48408,40686,39715,0
48472,40464,39703,0
48570,40264,39702,0
48656,40049,39683,0
48741,39820,39693,0
48804,39597,39675,0
48909,39371,39674,0
48992,39169,39674,0
49080,38929,39653,0
48865,38818,39767,0
48276,38766,40027,0
47701,38719,40302,0
47170,38675,40547,0
46589,38623,40830,0
46006,38589,41104,0
45465,38536,41338,0
44879,38498,41600,0
44310,38456,41877,0
43743,38404,42181,0
43195,38349,42413,0
42991,38181,42525,0
43183,37839,42456,0
43336,37543,42420,0
43530,37234,42342,0
43719,36927,42296,0
43869,36623,42234,0
44064,36281,42177,0
44244,35975,42115,0
44404,35667,42064,0
44588,35362,42012,0
44777,35032,41942,0
44939,35079,41896,0
45053,35368,41905,0
45189,35684,41879,0
45294,35987,41867,0
45402,36280,41846,0
45553,36553,41829,0
45682,36891,41815,0
45800,37182,41806,0
45922,37488,41783,0
46079,37806,41774,0
46195,38076,41765,0
46064,38020,41811,0
45779,37678,41903,0
45480,37329,41983,0
45199,36993,42079,0
44895,36660,42154,0
44610,36312,42246,0
44309,35994,42313,0
44048,35648,42410,0
43722,35287,42508,0
43453,34987,42583,0
43171,34644,42676,0
43153,34884,42597,0
43247,35369,42460,0
43356,35911,42294,0
43490,36432,42145,0
43606,36962,41979,0
43704,37448,41822,0
43832,37991,41687,0
43949,38523,41522,3
44063,39004,41382,6
44169,39544,41221,7
44293,40075,41060,8
44367,40376,40940,8
44395,40609,40854,6
44454,40856,40732,4
44489,41088,40629,2
44528,41303,40529,0
44591,41563,40431,0
44610,41810,40305,0
44657,42030,40203,0
44700,42267,40092,2
44763,42507,39994,4
44802,42750,39897,5
44615,42479,40117,4
44353,42051,40456,2
44121,41676,40770,0
43863,41243,41124,0
43605,40817,41450,0
43371,40438,41769,0
43119,40012,42098,0
42846,39579,42450,2
42595,39134,42780,4
42376,38786,43104,6
42106,38341,43453,8
42453,38073,43223,6
42909,37835,42948,5
43368,37591,42638,3
43834,37350,42307,0
44284,37137,42008,0
44758,36883,41703,0
45221,36639,41405,0
45692,36389,41067,0
46134,36161,40783,0
46608,35909,40464,0
47057,35666,40149,0
47117,35657,40147,0
47097,35661,40129,0
47105,35636,40140,0
47091,35635,40151,0
47087,35619,40142,0
