Co,Si,Pt,O,Ni,Gd,Al
10,0,408,31503,611,14,915
20,0,370,31529,574,11,1107
27,0,337,31542,522,8,1284
38,0,302,31563,490,3,1463
46,0,265,31590,450,0,1654
56,0,238,31607,409,0,1850
68,0,204,31626,377,0,2029
75,0,170,31636,341,1,2203
87,0,151,31668,321,5,2396
82,0,141,31668,321,6,2442
72,0,125,31637,349,6,2461
65,0,110,31631,370,6,2471
52,0,94,31604,400,9,2488
44,0,78,31580,429,13,2507
35,0,63,31553,456,15,2515
26,0,45,31543,493,17,2534
17,0,28,31529,521,19,2542
6,0,12,31511,553,20,2559
0,0,0,31508,586,20,2574
0,0,0,31470,623,27,2620
0,0,66,31362,610,22,2604
0,16,202,31246,604,19,2574
0,28,340,31122,589,17,2551
0,41,476,30999,587,15,2528
0,57,623,30885,583,12,2498
0,70,760,30762,583,1,2475
0,87,914,30628,576,0,2456
0,101,1060,30503,567,0,2427
0,115,1194,30387,562,0,2406
0,129,1342,30281,560,0,2384
0,145,1488,30153,570,0,2383
0,136,1350,30235,555,0,2320
0,137,1211,30321,540,0,2305
4,146,1091,30395,534,3,2295
10,149,965,30488,527,8,2284
18,151,836,30562,527,11,2272
21,159,713,30656,516,24,2256
27,164,583,30736,517,39,2244
35,173,458,30820,506,44,2234
40,176,343,30897,510,50,2228
44,182,232,30980,515,57,2213
50,190,166,31070,544,61,2229
49,169,337,31074,524,56,2248
61,152,556,31104,522,50,2280
71,138,751,31127,532,45,2307
81,129,963,31149,531,36,2338
94,113,1181,31162,542,20,2371
108,99,1396,31195,552,12,2400
116,86,1606,31220,557,7,2434
127,75,1810,31240,566,1,2465
144,60,2022,31261,575,0,2500
162,58,2255,31280,588,0,2543
166,61,2343,31283,580,0,2588
144,53,2150,31236,528,0,2617
132,46,1976,31188,486,0,2656
113,40,1802,31139,452,0,2701
99,32,1621,31086,397,0,2737
81,26,1452,31039,347,0,2764
61,20,1277,30980,312,0,2815
45,13,1097,30938,271,0,2854
29,6,926,30894,236,0,2883
12,0,756,30836,196,0,2929
0,0,575,30792,177,1,2974
0,0,560,30795,175,1,2998
0,0,635,30861,198,0,3006
0,0,722,30920,233,0,3021
0,0,812,30977,268,13,3039
4,0,908,31049,300,19,3048
7,0,992,31134,337,22,3057
14,0,1086,31189,382,34,3073
17,0,1165,31254,418,42,3082
21,0,1266,31301,457,49,3096
23,0,1352,31364,505,58,3111
27,0,1447,31436,565,65,3127
43,0,1391,31403,546,64,3090
74,0,1249,31308,502,58,3065
105,0,1117,31230,474,51,3031
137,0,967,31139,454,48,3026
174,0,822,31050,436,40,2996
202,0,675,30964,423,38,2974
238,0,536,30874,406,48,2948
271,0,398,30794,389,48,2938
302,0,250,30709,365,45,2912
337,0,106,30616,355,49,2894
372,0,0,30529,366,57,2874
345,0,1,30602,343,52,2997
314,13,21,30714,307,46,3128
276,26,47,30832,277,44,3273
237,40,78,30943,244,44,3420
204,53,104,31049,217,42,3569
163,66,140,31155,191,38,3711
131,81,166,31269,157,34,3839
95,95,197,31367,132,39,3987
56,110,231,31483,109,42,4132
22,123,257,31601,96,44,4275
0,139,291,31699,103,46,4444
20,123,289,31677,113,43,4289
54,111,291,31658,133,37,4178
101,98,301,31633,161,37,4054
146,81,311,31596,187,35,3931
190,66,316,31562,220,30,3811
236,53,322,31538,254,27,3676
279,40,333,31522,275,23,3569
319,27,344,31489,301,23,3434
364,14,348,31457,331,22,3324
413,0,356,31431,355,22,3207
443,0,368,31405,382,23,3100
429,0,418,31372,354,21,3040
421,0,476,31340,335,22,2968
403,0,533,31308,311,21,2914
402,0,586,31265,288,21,2846
392,0,644,31226,271,22,2784
381,0,699,31192,251,21,2716
379,0,758,31153,227,21,2665
364,0,818,31114,211,28,2596
354,0,872,31082,199,32,2541
357,0,936,31051,183,38,2480
363,0,964,31026,182,40,2454
370,0,879,31017,182,35,2443
389,14,778,31019,194,37,2440
399,31,684,31011,216,32,2431
416,47,586,31005,241,29,2423
432,64,494,31000,264,35,2424
443,78,407,31000,297,35,2414
458,97,314,31006,326,42,2414
470,113,219,30994,357,36,2401
486,130,128,30980,380,40,2393
500,149,41,30993,418,42,2396
500,151,21,30968,432,42,2397
451,132,35,30917,448,45,2425
397,122,74,30868,491,40,2473
348,117,117,30826,532,40,2533
298,104,155,30775,582,33,2577
249,99,195,30736,622,33,2632
200,88,233,30702,660,31,2674
151,85,275,30636,705,28,2729
101,75,322,30587,754,26,2773
50,68,356,30560,807,22,2832
2,76,405,30520,858,25,2877
0,72,400,30543,845,24,2807
24,65,397,30631,798,21,2676
56,58,402,30715,762,19,2544
85,48,417,30814,716,15,2417
119,38,430,30901,690,12,2281
150,31,438,30973,665,10,2170
183,22,453,31070,614,8,2032
216,16,458,31164,585,5,1916
249,7,469,31248,549,0,1771
282,0,482,31335,516,0,1645
316,0,523,31425,534,0,1541
318,0,551,31387,521,0,1512
316,0,647,31328,526,0,1492
317,0,754,31252,545,0,1466
315,0,862,31189,563,0,1450
312,0,963,31125,577,4,1427
312,0,1056,31051,598,6,1408
306,0,1164,30987,611,12,1385
306,0,1265,30911,645,16,1363
307,0,1373,30847,658,22,1347
305,0,1478,30774,682,28,1328
315,0,1607,30715,707,34,1341
288,0,1569,30816,660,31,1486
259,0,1520,30938,601,29,1667
222,0,1455,31037,548,24,1842
193,0,1409,31166,492,23,2034
165,0,1359,31271,449,26,2202
133,0,1299,31390,389,29,2387
102,0,1251,31512,335,27,2572
73,0,1191,31632,279,40,2762
41,0,1135,31746,234,46,2950
12,0,1081,31860,197,51,3140
0,0,1053,31964,189,53,3285
30,0,948,31875,186,49,3155
74,4,842,31807,183,45,3041
118,10,737,31717,183,42,2930
160,18,638,31640,191,26,2819
199,24,543,31564,199,17,2707
246,30,441,31487,213,20,2593
285,40,337,31405,226,18,2483
331,47,236,31329,237,18,2373
375,54,135,31250,241,20,2261
409,62,51,31166,255,23,2159
434,64,0,31098,270,29,2107
390,57,0,31072,290,25,2313
348,50,0,31042,334,23,2526
303,40,0,31015,378,23,2734
255,36,0,30974,426,24,2958
220,29,0,30938,474,26,3155
179,22,0,30907,537,29,3387
134,16,0,30881,594,30,3606
92,6,0,30858,637,33,3822
48,0,0,30822,701,33,4039
10,0,0,30796,751,37,4253
0,0,0,30818,770,37,4462
0,0,39,30896,754,37,4621
0,0,97,30988,720,41,4788
0,0,152,31072,715,47,4958
0,0,199,31160,695,48,5118
0,0,260,31252,672,37,5290
0,0,311,31341,650,39,5461
0,0,362,31429,635,45,5635
0,0,422,31528,618,50,5804
0,0,469,31617,601,58,5973
0,0,526,31688,597,63,6157
0,0,575,31628,574,63,6014
0,0,676,31442,517,54,5673
0,0,782,31277,467,45,5343
0,0,889,31078,414,39,5017
0,0,985,30908,373,30,4707
0,0,1089,30726,320,22,4380
0,0,1194,30565,277,18,4060
0,0,1306,30370,228,8,3724
0,0,1408,30186,183,2,3390
0,0,1500,30024,145,0,3086
0,0,1615,29857,118,2,2757
0,0,1553,29889,115,2,2583
0,0,1452,29986,128,0,2453
0,0,1349,30103,136,1,2316
0,0,1256,30196,149,7,2198
2,0,1157,30304,166,10,2060
6,0,1055,30405,182,15,1932
9,0,949,30529,204,18,1802
14,0,850,30633,226,22,1667
17,0,759,30736,243,26,1547
19,0,656,30844,264,30,1424
21,0,599,30953,286,34,1338
20,0,622,30963,280,31,1313
17,0,688,30968,313,27,1305
14,0,757,30988,342,22,1293
10,0,814,30979,367,24,1288
6,0,883,30986,394,24,1281
2,0,938,30985,436,28,1272
0,0,1015,31000,464,27,1266
0,0,1079,31012,504,25,1256
0,0,1142,31014,537,25,1253
0,0,1204,31018,577,29,1245
0,0,1283,31011,617,33,1269
16,0,1277,30979,574,27,1380
41,0,1293,30966,526,24,1550
67,0,1322,30946,493,19,1689
96,0,1345,30913,453,14,1856
120,0,1382,30885,410,7,2006
151,0,1399,30857,370,2,2172
177,0,1432,30825,332,5,2336
204,0,1460,30804,295,8,2492
233,0,1485,30777,260,12,2634
260,0,1511,30756,226,15,2799
277,0,1535,30733,219,17,2935
351,0,1651,30782,205,15,2953
447,0,1769,30796,203,12,2990
540,0,1870,30846,201,8,3022
645,0,1990,30898,194,6,3066
743,0,2111,30943,195,9,3098
846,0,2231,30988,192,11,3139
943,0,2334,31021,190,13,3179
1047,0,2449,31050,192,14,3206
1137,0,2563,31109,190,17,3248
1235,0,2696,31136,206,23,3270
1243,0,2720,31146,206,23,3253
1139,0,2649,31064,188,20,3136
1053,0,2585,30988,179,18,3035
945,0,2517,30932,173,19,2935
849,0,2464,30860,172,18,2818
755,0,2406,30791,176,16,2720
652,0,2345,30721,177,15,2618
562,0,2283,30659,178,13,2500
470,0,2225,30588,182,12,2411
366,0,2164,30526,180,11,2301
290,0,2111,30449,207,11,2199
285,0,2044,30454,211,11,2217
304,0,1930,30472,236,14,2289
331,0,1842,30516,254,14,2367
349,0,1738,30548,268,15,2443
372,0,1639,30588,287,17,2543
404,0,1541,30622,317,17,2610
435,0,1449,30656,341,18,2699
460,0,1358,30687,355,20,2773
485,0,1262,30721,382,27,2869
522,0,1154,30757,411,35,2960
561,0,1088,30790,441,49,3082
575,0,1034,30738,434,45,3177
580,0,983,30649,427,35,3286
587,0,934,30554,432,29,3394
590,0,882,30461,437,21,3507
595,0,828,30376,445,19,3613
604,0,768,30295,454,18,3729
607,0,717,30204,458,15,3843
614,0,669,30119,472,13,3951
623,0,625,30036,473,13,4061
631,0,591,29942,489,15,4159
654,0,566,29864,510,15,4292
631,0,533,29898,481,13,4146
630,0,510,29942,460,9,3996
631,0,484,29982,441,3,3841
632,0,454,30052,421,0,3677
624,0,426,30096,401,3,3534
627,0,395,30150,386,6,3379
626,0,368,30206,370,8,3237
621,0,340,30239,358,10,3085
623,0,313,30303,349,12,2923
629,0,290,30355,339,16,2762
635,0,266,30395,366,18,2625
573,0,462,30385,377,14,2595
515,0,640,30360,403,12,2602
452,0,847,30354,445,10,2612
386,0,1053,30341,483,8,2620
327,0,1260,30333,527,9,2620
258,0,1470,30317,570,14,2635
203,0,1660,30303,603,18,2631
139,0,1875,30289,638,23,2645
81,0,2076,30274,689,28,2648
21,0,2294,30264,742,35,2666
0,0,2402,30266,768,37,2728
0,0,2248,30325,713,34,2875
0,0,2092,30384,686,30,3053
0,0,1924,30459,654,29,3247
0,0,1773,30534,624,35,3423
0,0,1618,30577,603,33,3603
2,0,1470,30643,576,33,3777
6,0,1327,30716,542,38,3957
8,0,1170,30778,520,41,4149
11,0,1022,30838,503,47,4324
14,0,875,30896,482,59,4518
17,0,780,30921,490,61,4559
28,0,719,30862,485,57,4364
37,9,664,30804,492,53,4170
51,19,612,30742,502,57,3985
64,28,555,30698,511,59,3791
77,36,504,30630,521,61,3603
91,45,456,30586,529,64,3417
105,53,402,30515,538,73,3234
122,63,351,30461,550,80,3035
136,72,304,30392,567,91,2836
149,81,263,30360,588,101,2667
154,81,281,30342,583,106,2661
196,71,409,30343,543,100,2771
246,63,534,30365,514,96,2888
285,53,660,30383,491,88,3014
332,44,798,30396,465,88,3133
382,36,927,30414,434,80,3244
418,26,1048,30422,418,83,3368
473,18,1182,30436,393,86,3491
516,8,1316,30450,376,81,3612
563,0,1446,30477,370,83,3749
620,0,1589,30485,379,85,3874
613,0,1523,30532,364,83,3850
606,0,1396,30583,380,77,3836
599,0,1285,30642,402,70,3825
589,0,1170,30683,423,64,3785
582,0,1045,30729,448,62,3771
570,0,937,30775,467,59,3756
564,0,825,30828,497,59,3743
554,0,709,30879,520,51,3710
548,0,596,30934,545,53,3695
537,0,477,30987,576,57,3681
552,0,420,31037,627,60,3684
513,0,426,30897,579,53,3623
458,0,449,30725,518,40,3549
405,0,485,30553,463,30,3480
351,0,509,30386,408,24,3400
300,0,535,30217,345,19,3332
247,0,559,30068,301,13,3274
193,0,592,29879,250,2,3195
144,0,615,29711,192,5,3129
92,0,636,29542,137,8,3066
37,0,667,29374,88,9,3011
0,0,733,29220,67,11,3008
60,0,778,29318,61,9,2944
151,0,879,29429,73,7,2932
246,0,979,29547,85,4,2924
337,0,1076,29653,97,7,2912
424,2,1169,29750,104,9,2905
518,6,1271,29863,122,11,2902
611,8,1376,29974,131,19,2902
700,12,1475,30087,145,25,2891
793,16,1576,30195,160,29,2904
891,18,1668,30307,170,35,2889
944,18,1725,30391,177,40,2901
856,16,1600,30388,161,34,2864
760,12,1480,30385,167,29,2866
666,10,1367,30388,170,40,2883
570,8,1269,30387,175,36,2882
483,6,1163,30394,185,39,2897
396,2,1057,30397,196,42,2916
300,0,944,30395,204,45,2926
209,0,839,30401,217,51,2946
117,0,729,30402,230,55,2979
30,0,633,30400,247,66,3002
0,0,615,30424,263,69,3030
11,0,672,30498,272,54,3010
28,0,737,30556,277,50,2991
46,0,821,30626,294,38,2987
67,0,891,30700,313,29,2962
83,0,982,30762,328,26,2955
103,0,1063,30822,336,19,2941
122,0,1146,30895,354,21,2932
139,0,1232,30966,374,21,2923
160,0,1312,31020,393,25,2909
179,0,1401,31090,419,30,2911
198,0,1371,31130,424,30,2832
291,0,1213,31138,400,26,2651
391,0,1072,31130,388,22,2490
491,0,922,31153,379,21,2325
584,0,794,31136,372,18,2181
688,0,652,31138,372,18,2006
791,0,504,31134,366,21,1842
883,0,357,31145,356,23,1689
989,0,223,31142,354,26,1532
1074,0,103,31148,347,28,1390
1180,0,2,31146,361,31,1245
1139,0,0,31071,333,29,1334
1049,0,0,30954,308,24,1580
948,0,0,30842,289,16,1835
858,0,0,30735,280,9,2076
761,0,0,30624,258,0,2335
662,0,0,30506,246,0,2587
568,0,0,30401,230,7,2848
474,0,0,30270,219,10,3101
377,0,0,30172,205,12,3361
293,0,0,30062,196,13,3596
230,0,0,29968,214,15,3878
234,10,74,30061,227,14,3688
245,36,243,30198,266,13,3446
269,63,415,30328,324,17,3187
283,89,584,30465,366,21,2966
309,117,766,30603,425,27,2714
333,145,945,30742,476,36,2469
348,171,1124,30884,530,43,2212
374,201,1302,31015,587,54,1972
392,225,1461,31148,636,62,1749
418,253,1646,31290,693,71,1489
450,280,1819,31437,759,77,1310
410,253,1795,31289,704,76,1613
361,225,1785,31156,643,77,1987
316,199,1805,31006,580,80,2346
273,171,1810,30876,536,81,2690
233,145,1834,30738,490,88,3062
185,117,1833,30605,441,91,3423
139,89,1839,30460,386,95,3807
97,62,1849,30318,336,103,4183
59,36,1855,30182,289,115,4523
20,10,1884,30042,243,125,4905
0,0,1907,29914,223,132,5150
0,0,1758,29814,194,129,4847
0,0,1612,29719,171,115,4567
0,0,1483,29618,156,108,4295
0,0,1359,29521,138,106,4011
0,0,1214,29428,118,98,3726
0,0,1081,29324,100,97,3448
0,0,929,29228,80,88,3159
0,0,804,29127,68,90,2900
0,0,675,29035,54,92,2622
0,0,542,28926,56,98,2353
0,0,483,28897,62,98,2268
7,0,474,28990,81,93,2463
32,0,458,29088,129,88,2683
56,0,454,29150,172,84,2884
82,0,449,29232,221,89,3109
110,0,440,29319,269,95,3334
136,0,434,29416,315,93,3562
161,0,423,29491,371,103,3782
186,0,418,29567,416,108,3965
214,0,416,29661,471,103,4203
244,0,423,29752,529,116,4431
244,0,423,29771,533,117,4433
228,0,379,29723,506,104,4195
224,0,341,29675,493,94,3995
217,0,307,29642,484,78,3789
215,0,273,29598,470,66,3572
211,0,239,29539,459,58,3358
209,0,208,29502,459,56,3155
204,0,178,29463,445,46,2942
204,0,152,29418,440,41,2732
198,0,120,29377,430,40,2513
216,0,92,29332,453,43,2339
209,0,89,29302,438,38,2296
186,0,96,29271,400,34,2302
173,0,117,29252,362,30,2299
157,0,141,29234,325,23,2296
145,0,164,29220,286,27,2297
123,0,188,29192,241,26,2307
120,0,214,29162,201,30,2323
96,0,235,29143,158,33,2321
97,0,261,29116,122,37,2333
70,0,297,29101,88,43,2357
79,0,326,29069,62,48,2396
100,0,389,29125,55,44,2450
134,0,506,29185,64,38,2540
160,0,625,29255,93,33,2630
190,0,756,29319,120,30,2727
224,0,884,29384,158,33,2828
259,0,1000,29459,186,31,2933
286,0,1122,29519,220,23,3034
321,0,1247,29588,252,26,3131
350,0,1371,29654,280,30,3226
388,0,1495,29719,317,35,3341
421,0,1631,29786,354,41,3461
392,0,1519,29803,359,39,3330
374,0,1425,29817,376,37,3246
357,0,1329,29820,406,37,3161
342,0,1225,29838,443,35,3070
330,0,1130,29842,484,36,2983
314,0,1029,29859,516,42,2897
303,0,938,29873,545,49,2827
287,0,836,29908,585,56,2753
268,0,748,29919,629,61,2663
256,0,653,29925,669,71,2588
250,0,596,29928,711,73,2557
252,0,711,29909,668,69,2658
276,5,887,29897,633,63,2789
309,14,1056,29872,604,62,2924
335,20,1226,29844,580,64,3042
368,27,1403,29826,547,62,3176
399,34,1579,29810,528,62,3293
438,45,1738,29769,499,53,3423
478,51,1917,29776,478,70,3546
513,58,2090,29734,454,78,3686
546,67,2271,29721,452,85,3816
567,71,2348,29707,436,83,3863
512,64,2161,29718,405,73,3747
455,56,1961,29711,380,65,3632
391,47,1769,29723,356,63,3541
326,40,1570,29733,339,43,3430
267,31,1369,29724,318,42,3325
217,25,1184,29732,299,45,3247
153,16,989,29733,287,47,3158
100,9,789,29738,276,44,3054
47,0,585,29745,262,49,2963
3,0,401,29756,278,54,2869
0,0,335,29749,279,56,2855
0,0,303,29740,271,54,2864
0,8,268,29735,284,52,2891
0,17,236,29726,299,58,2917
0,24,197,29715,332,56,2944
0,31,167,29709,351,56,2969
0,40,135,29709,376,57,2993
0,49,97,29698,406,64,3010
0,57,67,29687,440,71,3044
0,65,30,29678,463,79,3075
0,75,8,29667,500,86,3120
0,72,87,29679,515,84,3085
0,62,329,29690,553,78,3057
4,55,562,29703,588,71,3033
10,46,793,29715,616,62,3013
18,38,1029,29732,654,50,2979
23,30,1243,29753,683,54,2965
29,22,1481,29768,713,53,2956
37,14,1719,29780,752,51,2934
44,7,1958,29802,794,53,2927
50,0,2189,29825,832,58,2905
56,0,2428,29827,888,67,2909
56,4,2382,29820,834,61,2947
87,21,2324,29784,759,54,3044
121,40,2315,29764,687,44,3152
158,59,2295,29740,608,64,3247
182,75,2261,29710,534,64,3351
211,94,2234,29683,471,62,3454
242,110,2223,29648,401,68,3559
275,128,2200,29619,329,73,3665
307,149,2167,29599,252,77,3780
346,168,2142,29563,185,89,3894
376,182,2125,29544,144,97,4043
348,170,2060,29543,136,91,3894
309,149,1962,29553,136,77,3741
272,130,1896,29560,150,66,3580
232,113,1804,29564,158,61,3425
194,95,1724,29568,175,58,3276
161,78,1639,29569,188,54,3123
127,60,1558,29580,199,50,2975
83,42,1468,29593,218,36,2823
43,21,1382,29600,236,40,2680
11,6,1307,29611,261,46,2539
0,0,1296,29606,274,52,2456
0,0,1236,29484,255,44,2406
0,0,1204,29355,263,41,2408
0,0,1182,29243,274,36,2413
0,0,1149,29112,289,33,2427
0,0,1110,28994,300,34,2430
0,0,1080,28881,320,37,2444
0,0,1043,28769,335,33,2472
0,0,1014,28646,354,34,2480
0,0,986,28509,379,34,2499
0,0,951,28406,410,29,2503
0,0,944,28328,427,30,2534
84,0,907,28420,398,31,2557
173,0,879,28496,373,30,2640
260,0,847,28603,350,23,2722
354,0,820,28685,332,28,2789
429,0,803,28760,313,34,2870
525,0,783,28841,286,35,2963
613,0,758,28921,272,36,3041
707,0,741,29021,257,39,3117
796,0,719,29087,237,50,3206
879,0,695,29179,227,57,3289
897,0,689,29243,227,57,3350
806,6,779,29289,232,48,3308
714,19,854,29328,244,43,3298
622,29,934,29368,251,37,3273
532,42,1014,29401,264,37,3254
447,53,1091,29432,281,36,3233
361,66,1170,29489,292,34,3207
274,79,1264,29529,304,30,3189
183,92,1343,29573,319,36,3184
105,102,1431,29608,338,40,3171
25,116,1525,29651,351,45,3156
22,114,1554,29627,356,44,3061
77,100,1591,29551,372,38,2918
132,88,1633,29484,389,32,2786
191,76,1678,29408,417,28,2663
239,64,1728,29360,437,23,2536
296,52,1775,29281,460,29,2414
353,38,1818,29219,495,28,2285
409,27,1874,29148,523,30,2153
472,15,1921,29071,552,26,2038
527,4,1962,29010,582,27,1925
588,0,2004,28951,616,38,1823
566,0,1959,28982,597,33,1702
539,0,1861,29053,610,28,1579
506,0,1758,29127,624,27,1459
479,0,1668,29194,646,31,1345
451,0,1565,29264,658,35,1213
422,0,1466,29340,673,39,1097
390,0,1365,29403,698,40,983
366,0,1269,29482,710,47,857
335,0,1162,29553,747,54,746
313,0,1077,29620,753,61,657
305,0,1014,29707,808,67,627
323,0,980,29688,740,60,827
347,0,976,29661,688,56,1151
376,0,975,29645,637,51,1493
393,0,975,29630,581,55,1794
423,0,973,29599,527,58,2124
448,0,974,29593,481,59,2462
474,0,976,29578,418,65,2799
501,0,977,29553,372,69,3130
523,0,973,29533,323,77,3447
548,0,980,29516,280,80,3775
577,0,1025,29497,276,93,4073
519,0,949,29500,262,81,4025
468,0,895,29479,278,72,4007
425,0,846,29478,295,66,3991
378,0,800,29464,315,62,3976
328,0,743,29469,329,54,3960
279,0,699,29460,353,52,3929
229,0,653,29454,367,51,3936
182,0,605,29453,386,46,3905
140,0,557,29443,409,56,3891
93,0,507,29442,433,62,3885
72,0,499,29446,449,63,3876
68,0,449,29443,429,58,3818
58,0,400,29442,417,49,3777
52,0,360,29435,412,44,3729
47,0,318,29437,399,41,3680
41,0,277,29429,381,37,3640
35,0,236,29424,364,37,3586
35,0,191,29428,356,40,3543
31,0,158,29421,349,43,3498
25,0,118,29429,343,40,3470
22,0,87,29426,337,46,3446
27,0,125,29430,361,47,3370
106,0,420,29456,417,41,3230
199,0,732,29498,485,32,3103
289,0,1010,29511,544,22,2979
376,0,1312,29541,621,13,2861
474,0,1623,29560,689,11,2736
570,0,1924,29593,760,12,2598
668,0,2228,29619,823,10,2490
758,0,2515,29637,891,12,2369
856,0,2814,29673,961,13,2246
953,0,3119,29695,1034,17,2139
941,0,3078,29673,1028,17,2194
858,0,2799,29640,999,13,2333
785,0,2552,29585,969,12,2458
700,0,2282,29549,952,13,2613
615,0,2006,29502,929,18,2756
528,0,1738,29448,908,29,2905
450,0,1463,29400,889,34,3065
366,0,1208,29360,869,43,3191
285,0,947,29317,846,50,3341
208,0,670,29278,836,62,3495
137,0,446,29222,838,75,3662
136,0,476,29246,798,68,3715
144,0,614,29281,741,56,3761
147,0,745,29313,686,47,3788
155,0,889,29344,634,40,3843
164,0,1022,29376,596,32,3874
176,0,1163,29419,548,21,3918
181,0,1299,29445,496,10,3968
189,0,1431,29466,455,8,3997
199,0,1572,29501,408,10,4040
206,0,1702,29539,367,13,4092
213,0,1847,29564,349,15,4153
196,21,1927,29487,331,15,3990
193,52,2039,29411,320,17,3840
190,87,2170,29304,323,17,3700
186,128,2302,29213,321,24,3537
182,168,2428,29130,321,27,3381
186,206,2564,29024,330,35,3243
178,243,2693,28941,322,50,3081
182,281,2810,28853,326,57,2942
178,320,2938,28778,325,66,2798
186,362,3078,28663,339,75,2645
200,391,3205,28591,363,89,2541
190,351,3039,28707,336,84,2537
188,317,2916,28823,315,77,2557
189,278,2788,28942,290,72,2611
187,242,2648,29068,273,68,2664
192,198,2523,29190,251,61,2709
189,157,2388,29308,237,51,2751
188,122,2264,29415,209,46,2799
189,85,2127,29545,199,47,2842
189,51,1996,29656,183,47,2887
190,18,1863,29784,168,48,2949
199,0,1811,29881,169,48,2999
264,3,1667,29870,154,47,2960
347,16,1508,29872,134,38,2917
435,26,1354,29877,118,36,2884
511,38,1198,29864,104,33,2857
607,52,1048,29853,90,27,2817
691,65,884,29858,75,29,2785
769,74,735,29856,65,29,2751
855,90,584,29841,46,21,2718
943,103,428,29848,36,24,2681
1033,115,283,29858,32,30,2659
1046,116,239,29804,32,31,2690
960,109,344,29724,30,23,2834
863,94,468,29615,26,20,3017
773,88,598,29519,22,15,3207
681,79,731,29427,20,9,3392
599,71,867,29330,17,3,3579
514,62,990,29232,13,3,3751
423,58,1129,29129,8,6,3937
333,48,1265,29030,6,8,4129
245,43,1403,28946,1,9,4319
170,42,1545,28842,0,10,4526
167,42,1571,28891,0,10,4441
198,36,1626,29058,13,9,4129
226,30,1687,29222,45,8,3839
258,29,1749,29389,83,6,3554
289,21,1810,29554,118,3,3238
317,18,1880,29714,151,1,2947
350,11,1930,29870,183,4,2680
382,8,2010,30035,220,6,2383
411,0,2060,30203,254,8,2095
444,0,2153,30380,291,11,1801
486,0,2224,30545,327,15,1540
465,2,2217,30479,320,13,1680
419,22,2111,30305,307,9,2004
371,42,2027,30147,297,14,2347
322,65,1921,29979,297,23,2677
273,84,1824,29817,296,26,3021
231,110,1747,29661,292,34,3344
183,128,1639,29493,291,43,3690
135,148,1551,29339,287,54,4026
87,172,1441,29169,288,62,4369
40,191,1348,29008,295,73,4712
0,216,1302,28832,320,82,5068
0,196,1361,28901,314,76,5057
12,174,1514,28966,304,69,5010
23,152,1671,29057,297,61,4969
38,132,1828,29143,292,53,4929
51,116,1977,29207,290,49,4898
61,98,2120,29292,278,44,4863
81,79,2261,29374,279,44,4818
94,64,2430,29449,272,45,4792
106,44,2578,29535,272,31,4754
120,28,2728,29618,271,29,4727
135,21,2903,29702,287,32,4754
121,20,2706,29690,272,27,4465
132,17,2532,29689,283,21,4254
154,14,2369,29696,289,16,4040
170,9,2197,29689,297,10,3833
184,7,2054,29695,315,5,3635
206,4,1884,29679,328,1,3423
226,0,1714,29687,346,3,3221
247,0,1557,29689,361,5,3020
270,0,1390,29682,379,10,2814
294,0,1223,29699,398,16,2592
312,0,1144,29680,417,16,2499
303,0,1174,29571,425,14,2473
298,0,1252,29471,445,8,2485
299,0,1339,29371,461,5,2503
298,0,1417,29289,473,14,2526
298,0,1495,29183,490,19,2544
294,0,1574,29086,513,25,2563
300,0,1648,28987,537,32,2580
297,0,1730,28884,559,48,2593
304,0,1814,28786,587,57,2617
316,0,1890,28696,618,66,2659
329,0,1934,28667,621,68,2728
298,0,1820,28759,556,60,2808
272,0,1713,28877,521,53,2906
252,0,1592,28968,495,46,2995
231,0,1493,29091,462,43,3116
215,0,1386,29185,436,41,3204
197,0,1284,29285,402,41,3301
180,0,1170,29391,375,43,3416
159,0,1058,29507,351,41,3520
145,0,953,29602,326,40,3630
127,0,858,29714,319,45,3743
160,0,828,29727,326,45,3806
231,0,757,29639,311,38,3846
301,0,682,29555,306,44,3900
369,0,617,29473,299,55,3939
435,0,558,29382,291,68,3968
505,0,487,29300,289,76,4026
575,0,423,29216,286,92,4061
648,0,356,29137,288,104,4109
716,0,289,29059,279,113,4151
789,0,227,28981,279,130,4206
859,0,164,28893,291,152,4255
893,0,164,28874,279,145,4231
941,0,211,28910,256,128,4151
996,0,265,28958,240,109,4094
1046,0,313,28994,227,97,4026
1092,0,358,29032,209,86,3969
1148,0,410,29076,196,70,3890
1193,0,458,29114,185,55,3835
1246,0,509,29138,174,41,3772
1298,0,558,29180,157,36,3710
1344,0,610,29205,149,27,3645
1408,0,679,29247,155,19,3621
1329,0,686,29224,147,16,3557
1218,0,711,29196,152,14,3518
1108,0,732,29174,164,11,3498
1014,0,761,29130,171,15,3476
902,0,791,29091,181,14,3464
791,0,820,29058,193,10,3448
687,0,849,29025,204,15,3414
581,0,875,28994,219,21,3405
481,0,902,28975,240,24,3382
374,0,935,28934,252,28,3370
300,0,963,28903,279,37,3383
411,0,921,28930,296,28,3436
576,0,911,28960,348,24,3510
735,0,915,28996,392,24,3585
885,0,912,29015,443,30,3652
1048,0,909,29037,494,35,3745
1221,0,914,29067,542,51,3811
1387,0,908,29098,595,63,3893
1552,0,903,29128,650,69,3970
1702,0,901,29166,699,82,4047
1868,0,902,29182,760,93,4145
1971,0,931,29195,782,108,4244
1799,0,950,29193,710,94,4320
1635,0,997,29195,632,81,4414
1478,0,1029,29176,564,71,4514
