Co,Si,Pt,O,Ni,Gd,Al
14024,0,1284,9075,15937,0,0
14208,0,1147,9128,15836,0,0
14384,0,1027,9181,15753,0,0
14574,0,891,9240,15653,0,0
14769,0,753,9294,15570,0,0
14954,0,627,9345,15462,0,0
15151,0,548,9423,15374,0,0
14945,0,578,9462,15362,0,0
14663,0,670,9511,15367,0,0
14394,0,767,9579,15380,0,0
14126,0,859,9637,15375,0,0
13835,0,952,9685,15363,0,0
13600,0,1040,9747,15368,0,0
13317,0,1137,9799,15371,0,0
13061,0,1243,9852,15369,0,0
12767,0,1347,9905,15364,0,0
12492,0,1450,9967,15367,0,0
12246,0,1552,10013,15364,0,0
12164,0,1612,9995,15384,0,0
12082,0,1740,9978,15400,0,0
12000,0,1879,9955,15424,0,0
11906,0,2011,9941,15444,0,0
11835,0,2150,9906,15470,0,0
11760,0,2285,9890,15475,0,0
11668,0,2427,9881,15489,0,0
11595,0,2567,9850,15513,0,0
11499,0,2712,9824,15531,0,0
11424,0,2843,9808,15539,0,0
11432,0,2947,9793,15593,0,0
11739,0,2705,9809,15733,0,0
12042,0,2491,9848,15886,0,0
12354,0,2276,9866,16034,0,0
12685,0,2057,9888,16185,0,0
12972,0,1863,9916,16340,0,0
13283,0,1645,9926,16483,0,0
13603,0,1434,9958,16638,0,0
13925,0,1221,9978,16799,0,0
14252,0,1008,10012,16956,0,0
14555,0,814,10031,17104,0,0
14623,0,755,10049,17189,0,0
14280,0,887,10050,17166,0,0
13929,0,1025,10057,17152,0,0
13576,0,1167,10061,17133,0,0
13235,0,1305,10046,17116,0,0
12919,0,1425,10059,17091,0,0
12574,0,1565,10057,17077,0,0
12227,0,1709,10063,17059,0,0
11883,0,1843,10066,17041,0,0
11540,0,1974,10055,17030,0,0
11221,0,2124,10063,17014,0,0
10968,0,2263,10035,16953,0,0
10799,0,2507,10000,16867,0,0
10627,0,2735,9956,16780,0,0
10459,0,2976,9922,16702,0,0
10312,0,3199,9871,16629,0,0
10128,0,3435,9825,16542,0,0
9973,0,3675,9789,16455,0,0
9810,0,3923,9722,16368,0,0
9639,0,4169,9691,16287,0,0
9477,0,4398,9646,16202,0,0
9317,0,4616,9610,16126,0,0
9303,0,4579,9641,16061,0,0
9356,0,4424,9717,16012,0,0
9434,0,4266,9792,15958,0,0
9484,0,4109,9862,15907,0,0
9544,0,3955,9937,15856,0,0
9610,0,3801,10005,15809,0,0
9665,0,3654,10085,15757,0,0
9732,0,3484,10169,15706,0,0
9789,0,3336,10232,15662,0,0
9848,0,3199,10298,15625,0,0
9920,0,3064,10374,15566,0,0
10059,0,2821,10330,15587,0,0
10235,0,2520,10272,15636,0,0
10378,0,2218,10198,15675,0,0
10561,0,1930,10145,15710,0,0
10712,0,1658,10077,15751,0,0
10881,0,1362,10019,15790,0,0
11048,0,1060,9956,15828,0,0
11212,0,777,9884,15875,0,0
11374,0,472,9818,15902,0,0
11539,0,203,9753,15952,0,0
11732,0,2,9699,15981,0,0
11738,0,90,9654,15886,0,0
11769,0,238,9616,15786,0,0
11802,0,379,9567,15690,0,0
11836,0,511,9544,15601,0,0
11852,0,663,9490,15504,0,0
11887,0,808,9456,15401,0,0
11913,0,964,9405,15309,0,0
11945,0,1109,9364,15220,0,0
11977,0,1247,9334,15127,0,0
12001,0,1393,9301,15033,0,0
11999,0,1505,9273,14970,0,0
11802,0,1471,9311,15153,0,0
11620,0,1441,9369,15353,0,0
11450,0,1428,9418,15538,0,0
11285,0,1398,9470,15716,0,0
11104,0,1382,9517,15893,0,0
10938,0,1362,9570,16088,0,0
10743,0,1335,9619,16273,0,0
10567,0,1315,9668,16465,0,0
10401,0,1305,9726,16639,0,0
10232,0,1287,9770,16828,0,0
10310,0,1321,9799,16905,0,0
10866,0,1540,9790,16781,0,0
11450,0,1749,9781,16670,0,0
11971,0,1947,9764,16554,0,0
12529,0,2166,9755,16435,0,0
13104,0,2385,9752,16311,0,0
13673,0,2594,9751,16197,0,0
14257,0,2820,9724,16069,0,0
14819,0,3035,9721,15952,0,0
15333,0,3228,9720,15838,0,0
15913,0,3449,9701,15712,0,0
15965,0,3434,9697,15699,0,0
15491,0,3223,9686,15770,0,0
15015,0,3029,9693,15841,0,0
14584,0,2843,9680,15913,0,0
14115,0,2641,9677,15975,0,0
13641,0,2441,9671,16046,0,0
13170,0,2238,9674,16111,0,0
12694,0,2033,9663,16185,0,0
12257,0,1852,9666,16252,0,0
11793,0,1654,9665,16318,0,0
11330,0,1470,9665,16401,0,0
11293,0,1491,9637,16436,0,0
11461,0,1594,9601,16466,0,0
11635,0,1705,9574,16495,0,0
11806,0,1810,9525,16521,0,0
11987,0,1908,9500,16539,0,0
12155,0,2019,9475,16573,0,0
12343,0,2115,9439,16612,0,0
12518,0,2230,9403,16634,0,0
12691,0,2336,9362,16658,0,0
12870,0,2422,9335,16687,0,0
13034,0,2571,9297,16714,0,0
13122,0,2503,9320,16728,0,0
13179,0,2474,9344,16748,0,0
13230,0,2437,9353,16768,0,0
13290,0,2419,9373,16802,0,0
13358,0,2405,9399,16822,0,0
13418,0,2378,9419,16845,0,0
13477,0,2351,9442,16879,0,0
13535,0,2327,9471,16891,0,0
13581,0,2313,9489,16921,0,0
13652,0,2291,9512,16941,0,0
13707,0,2311,9530,16968,0,0
13452,0,2125,9512,16952,0,0
13198,0,1960,9527,16929,0,0
12957,0,1788,9518,16906,0,0
12699,0,1628,9507,16896,0,0
12447,0,1455,9502,16875,0,0
12200,0,1299,9496,16861,0,0
11941,0,1126,9504,16839,0,0
11730,0,972,9493,16824,0,0
11464,0,814,9482,16807,0,0
11205,0,656,9480,16803,0,0
11161,0,616,9487,16724,0,0
12145,0,727,9490,16339,0,0
13063,0,852,9503,16000,0,0
14049,0,996,9524,15630,0,0
15039,0,1152,9524,15255,0,0
16035,0,1306,9536,14867,0,0
17005,0,1459,9555,14501,0,0
17923,0,1601,9565,14160,0,0
18918,0,1761,9577,13788,0,0
19904,0,1918,9577,13405,0,0
20892,0,2084,9585,13042,0,0
21267,0,2168,9602,12917,0,0
20357,0,2101,9658,13313,0,0
19521,0,2056,9683,13686,0,0
18617,0,1992,9716,14082,0,0
17711,0,1942,9756,14485,0,0
16815,0,1880,9800,14875,0,0
15886,0,1830,9841,15279,0,0
15056,0,1783,9871,15647,0,0
14156,0,1729,9910,16049,0,0
13235,0,1681,9947,16444,0,0
12339,0,1633,9979,16843,0,0
11978,0,1676,10035,17059,0,0
12151,0,1849,10070,17095,0,0
12322,0,2056,10131,17120,0,0
12487,0,2242,10170,17168,0,0
12681,0,2449,10217,17196,0,0
12854,0,2642,10265,17236,0,0
13016,0,2828,10313,17259,0,0
13201,0,3027,10359,17297,0,0
13390,0,3233,10404,17333,0,0
13553,0,3422,10463,17371,0,0
13751,0,3635,10500,17402,0,0
13577,0,3601,10526,17342,0,0
13227,0,3451,10548,17239,0,0
12867,0,3275,10548,17127,0,0
12502,0,3108,10558,17003,0,0
12144,0,2939,10576,16885,0,0
11783,0,2778,10578,16781,0,0
11431,0,2621,10589,16671,0,0
11079,0,2456,10594,16559,0,0
10711,0,2294,10607,16442,0,0
10338,0,2125,10620,16319,0,0
9994,0,1979,10627,16216,0,0
10066,0,1927,10653,16049,0,0
10279,0,1878,10674,15839,0,0
10475,0,1835,10696,15642,0,0
10684,0,1799,10716,15451,0,0
10878,0,1768,10737,15246,0,0
11075,0,1729,10754,15046,0,0
11261,0,1691,10766,14862,0,0
11458,0,1651,10795,14668,0,0
11668,0,1614,10813,14466,0,0
11865,0,1578,10838,14276,0,0
12099,0,1581,10867,14068,0,0
12101,0,1495,10781,14211,0,0
12129,0,1439,10708,14367,0,0
12160,0,1392,10625,14512,0,0
12197,0,1352,10545,14662,0,0
12234,0,1311,10477,14833,0,0
12263,0,1270,10404,14973,0,0
12305,0,1229,10309,15121,0,0
12313,0,1185,10248,15285,0,0
12370,0,1150,10179,15440,0,0
12402,0,1116,10083,15596,0,0
12433,0,1129,10029,15713,0,0
12364,0,1119,10073,15682,0,0
12293,0,1139,10123,15656,0,0
12251,0,1165,10163,15614,0,0
12173,0,1203,10222,15589,0,0
12112,0,1237,10268,15556,0,0
12054,0,1266,10312,15516,0,0
11995,0,1301,10361,15486,0,0
11940,0,1344,10402,15461,0,0
11879,0,1379,10456,15418,0,0
11831,0,1430,10496,15381,0,0
11738,0,1470,10533,15403,0,0
11617,0,1563,10493,15564,0,0
11483,0,1671,10464,15718,0,0
11361,0,1795,10447,15874,0,0
11219,0,1896,10411,16052,0,0
11111,0,1996,10395,16190,3,0
10975,0,2116,10362,16348,5,0
10840,0,2227,10349,16516,7,0
10708,0,2350,10311,16673,9,0
10584,0,2466,10289,16833,12,0
10459,0,2590,10260,16987,14,0
10360,0,2588,10240,17051,14,0
10268,0,2399,10256,17014,12,0
10189,0,2217,10269,16964,9,0
10112,0,2041,10265,16927,9,0
10021,0,1863,10270,16880,6,0
9944,0,1696,10284,16854,8,0
9874,0,1526,10293,16817,7,0
9777,0,1350,10309,16759,9,0
9689,0,1172,10300,16719,11,0
9619,0,994,10309,16679,15,0
9532,0,847,10321,16636,17,0
9579,0,860,10382,16522,16,0
9706,0,969,10479,16360,12,0
9856,0,1058,10574,16186,11,0
9981,0,1147,10670,16037,9,0
10104,0,1239,10756,15891,7,0
10244,0,1325,10853,15719,4,0
10381,0,1418,10960,15555,0,0
10516,0,1521,11051,15396,0,0
10661,0,1616,11153,15226,0,0
10790,0,1721,11237,15074,0,0
10911,0,1823,11338,14916,0,0
10925,0,1773,11496,14912,0,0
10906,0,1693,11684,14962,0,0
10872,0,1631,11866,15010,0,0
10857,0,1549,12054,15043,1,0
10839,0,1487,12216,15092,10,0
10810,0,1422,12411,15136,14,0
10796,0,1348,12591,15171,21,0
10774,0,1280,12773,15228,26,0
10755,0,1210,12962,15275,37,0
10723,0,1160,13113,15305,44,0
10707,0,1131,13305,15348,47,0
11018,0,1134,13299,15227,45,0
11360,0,1204,13276,15086,37,0
11722,0,1264,13257,14946,30,0
12048,0,1318,13237,14829,22,0
12405,0,1381,13223,14699,16,0
12769,0,1442,13200,14565,11,0
13118,0,1505,13177,14429,1,0
13471,0,1568,13167,14292,0,0
13832,0,1630,13141,14146,0,0
14147,0,1687,13126,14025,0,0
14425,0,1745,13104,13926,0,0
13771,0,1667,12899,14173,0,0
13139,0,1631,12715,14407,0,0
12483,0,1568,12517,14638,0,0
11891,0,1531,12340,14869,0,0
11256,0,1478,12139,15106,0,0
10612,0,1425,11944,15351,0,0
9962,0,1391,11750,15597,0,0
9331,0,1330,11557,15846,0,0
8724,0,1287,11383,16067,0,0
8104,0,1238,11188,16308,0,0
7782,0,1221,11045,16420,0,0
8474,0,1221,11076,16158,0,0
9156,0,1261,11108,15896,0,0
9848,0,1294,11139,15628,0,0
10470,0,1321,11173,15375,0,0
11168,0,1360,11190,15128,0,0
11853,0,1395,11229,14861,0,0
12548,0,1429,11244,14590,0,0
13237,0,1459,11278,14331,0,0
13867,0,1496,11303,14086,0,0
14551,0,1527,11329,13815,0,0
14879,0,1548,11417,13700,0,0
14714,0,1554,11602,13782,0,0
14549,0,1597,11762,13867,0,0
14395,0,1631,11927,13934,0,0
14230,0,1667,12096,14011,0,0
14067,0,1702,12262,14088,0,0
13892,0,1739,12429,14177,0,0
13734,0,1790,12595,14245,0,0
13566,0,1813,12752,14325,0,0
13396,0,1855,12934,14397,0,0
13238,0,1903,13105,14477,0,0
12968,0,2014,13117,14502,0,0
12618,0,2209,12987,14474,0,0
12258,0,2395,12873,14443,0,0
11932,0,2569,12770,14435,0,0
11591,0,2759,12662,14403,0,0
11242,0,2935,12549,14383,0,0
10895,0,3130,12428,14359,0,0
10544,0,3306,12313,14330,0,0
10229,0,3497,12216,14317,0,0
9871,0,3672,12098,14292,0,0
9520,0,3881,11981,14261,0,0
9508,0,3860,11893,14425,0,0
9601,0,3758,11826,14633,0,0
9694,0,3690,11757,14826,0,0
9783,0,3617,11704,15026,0,0
9885,0,3537,11633,15239,0,0
9961,0,3466,11570,15443,0,0
10051,0,3394,11496,15647,0,0
10165,0,3312,11425,15852,0,0
10245,0,3248,11377,16048,0,0
10338,0,3169,11296,16258,0,0
10450,0,3156,11234,16466,0,0
10812,0,3057,11404,16315,0,0
11223,0,2977,11591,16109,0,0
11590,0,2903,11772,15951,0,0
11996,0,2824,11968,15763,0,0
12397,0,2748,12162,15569,0,0
12795,0,2664,12355,15384,0,0
13199,0,2590,12546,15196,0,0
13579,0,2506,12729,15028,0,0
13970,0,2441,12915,14830,0,0
14379,0,2379,13116,14642,0,0
14730,0,2319,13277,14484,0,0
14523,0,2230,13057,14532,0,0
14333,0,2189,12862,14571,0,0
14143,0,2139,12663,14621,0,0
13926,0,2108,12456,14655,0,0
13733,0,2060,12250,14709,0,0
13524,0,2019,12039,14766,0,0
13330,0,1987,11838,14804,0,0
13137,0,1945,11638,14841,0,0
12940,0,1902,11429,14892,0,0
12738,0,1872,11216,14938,0,0
12573,0,1849,11097,14980,0,0
12580,0,1938,11218,15012,0,0
12587,0,2040,11341,15036,0,0
12595,0,2158,11463,15074,0,0
12609,0,2275,11585,15099,0,0
12628,0,2390,11709,15129,0,0
12618,0,2517,11838,15169,0,0
12628,0,2616,11951,15188,0,0
12641,0,2726,12074,15220,0,0
12648,0,2853,12209,15252,0,0
12670,0,2985,12341,15278,0,0
12576,0,3001,12423,15303,0,0
12361,0,2733,12422,15297,0,0
12150,0,2464,12438,15299,0,0
11909,0,2193,12438,15302,0,0
11704,0,1916,12446,15304,0,0
11481,0,1644,12451,15299,0,0
11248,0,1364,12479,15309,0,0
11053,0,1103,12478,15312,0,0
10833,0,832,12491,15299,0,0
10609,0,561,12497,15297,0,0
10398,0,302,12495,15298,0,0
10441,0,332,12428,15367,0,0
10681,0,535,12311,15497,0,0
10920,0,752,12187,15618,0,0
11177,0,973,12046,15746,0,0
11431,0,1196,11914,15877,0,0
11689,0,1414,11776,16008,0,0
11908,0,1610,11646,16124,0,0
12168,0,1836,11530,16250,0,0
12412,0,2054,11394,16364,0,0
12674,0,2276,11259,16500,0,0
12926,0,2508,11133,16632,0,0
12893,0,2568,11162,16510,0,0
12760,0,2686,11225,16327,0,0
12634,0,2818,11314,16107,0,0
12509,0,2950,11387,15907,2,0
12376,0,3093,11448,15699,6,0
12250,0,3217,11543,15501,8,0
12115,0,3337,11605,15312,10,0
11993,0,3471,11689,15110,14,0
11871,0,3609,11756,14908,17,0
11737,0,3741,11838,14694,20,0
11617,0,3915,11916,14486,22,0
11552,0,3632,11952,14500,20,0
11491,0,3254,12001,14528,18,0
11437,0,2860,12043,14561,14,0
11370,0,2492,12070,14597,10,0
11325,0,2106,12117,14624,9,0
11274,0,1764,12154,14650,6,0
11202,0,1384,12183,14684,2,0
11141,0,1005,12230,14716,0,0
11086,0,620,12264,14752,0,0
11036,0,251,12302,14777,0,0
10967,0,0,12338,14840,0,0
10929,0,299,12227,15060,0,0
10901,0,754,12105,15338,0,0
10875,0,1226,11986,15592,0,0
10839,0,1674,11867,15859,0,0
10808,0,2145,11750,16123,0,0
10776,0,2571,11655,16347,0,0
10736,0,3032,11520,16609,0,0
10716,0,3496,11407,16876,0,0
10676,0,3962,11284,17137,0,0
10643,0,4434,11176,17394,0,0
10605,0,4724,11077,17575,0,0
10504,0,4526,11059,17502,0,0
10397,0,4327,11035,17429,0,0
10293,0,4128,11024,17339,1,0
10186,0,3941,10995,17263,5,0
10078,0,3740,10980,17185,9,0
9991,0,3572,10959,17120,11,0
9872,0,3370,10941,17031,16,0
9784,0,3177,10931,16974,18,0
9680,0,2978,10906,16885,22,0
9566,0,2798,10886,16819,25,0
9557,0,2718,10925,16708,26,0
9643,0,2600,11061,16508,22,0
9731,0,2501,11234,16321,18,0
9832,0,2412,11385,16131,16,0
9932,0,2304,11527,15940,12,0
10009,0,2225,11673,15776,9,0
10108,0,2134,11821,15571,7,0
10199,0,2043,11975,15388,2,0
10287,0,1945,12131,15193,0,0
10399,0,1851,12270,15004,0,0
10475,0,1778,12410,14821,0,0
10592,0,1742,12385,14726,0,0
10753,0,1732,12182,14713,0,0
10919,0,1729,11987,14727,0,0
11090,0,1737,11780,14719,0,0
11254,0,1739,11586,14719,0,0
11414,0,1743,11406,14719,0,0
11575,0,1744,11199,14720,0,0
11743,0,1745,10993,14716,0,0
11902,0,1745,10793,14714,0,0
12077,0,1759,10592,14722,0,0
12230,0,1774,10406,14726,0,0
12114,0,1897,10365,14746,0,0
11855,0,2073,10425,14792,0,0
11605,0,2280,10482,14844,0,0
11335,0,2465,10534,14883,0,0
11117,0,2637,10587,14931,0,0
10848,0,2831,10647,14979,0,0
10581,0,3028,10696,15023,0,0
10326,0,3212,10746,15075,0,0
10067,0,3411,10795,15111,0,0
9838,0,3588,10837,15164,0,0
9571,0,3783,10906,15206,0,0
9495,0,3583,10842,15259,0,0
9438,0,3324,10756,15305,0,0
9386,0,3067,10672,15360,0,0
9335,0,2800,10592,15402,0,0
9289,0,2575,10510,15453,7,0
9235,0,2314,10430,15499,9,0
9192,0,2054,10333,15564,10,0
9129,0,1803,10255,15604,11,0
9077,0,1543,10172,15657,17,0
9038,0,1305,10083,15702,19,0
9028,0,1139,10002,15757,20,0
9057,0,1145,10185,15796,19,0
9121,0,1199,10362,15832,17,0
9193,0,1262,10547,15866,11,0
9240,0,1318,10700,15917,10,0
9310,0,1383,10888,15953,9,0
9377,0,1462,11063,16001,7,0
9440,0,1528,11239,16019,0,0
9501,0,1591,11409,16086,0,0
9569,0,1661,11594,16104,0,0
9637,0,1724,11761,16155,0,0
9721,0,1802,11903,16146,0,0
9979,0,1706,11876,15880,0,0
10241,0,1681,11861,15617,0,0
10508,0,1654,11850,15343,0,0
10742,0,1633,11835,15111,0,0
11001,0,1601,11826,14844,0,0
11268,0,1567,11787,14579,0,0
11526,0,1531,11781,14318,0,0
11784,0,1516,11769,14051,0,0
12023,0,1494,11752,13808,2,0
12292,0,1475,11723,13533,4,0
12485,0,1493,11711,13404,4,0
12521,0,1568,11679,13516,4,0
12553,0,1651,11633,13614,0,0
12598,0,1717,11596,13717,0,0
12644,0,1789,11559,13836,0,0
12677,0,1867,11525,13946,0,0
12714,0,1948,11492,14060,0,0
12750,0,2020,11455,14169,0,0
12794,0,2100,11436,14274,0,0
12840,0,2166,11394,14384,0,0
12885,0,2278,11353,14493,0,0
12875,0,2327,11333,14523,0,0
12809,0,2378,11324,14493,0,0
12724,0,2435,11320,14449,0,0
12675,0,2490,11304,14414,0,0
12590,0,2549,11300,14370,0,0
12540,0,2592,11277,14333,0,0
12472,0,2649,11264,14291,0,0
12405,0,2709,11257,14253,0,0
12345,0,2753,11257,14214,0,0
12272,0,2810,11239,14175,0,0
12196,0,2874,11240,14139,0,0
12176,0,2782,11260,14127,0,0
12130,0,2638,11326,14149,0,0
12101,0,2494,11373,14157,0,0
12084,0,2366,11432,14169,0,0
12066,0,2225,11461,14193,0,0
12030,0,2080,11528,14204,0,0
12010,0,1936,11588,14214,0,0
11984,0,1798,11630,14236,0,0
11947,0,1673,11687,14242,0,0
11927,0,1523,11743,14264,0,0
11892,0,1400,11782,14268,0,0
11898,0,1327,11687,14403,0,0
11915,0,1302,11565,14575,0,0
11937,0,1278,11422,14725,0,0
11937,0,1244,11282,14890,0,0
11951,0,1215,11137,15049,0,0
11958,0,1196,11005,15204,0,0
11996,0,1175,10874,15373,0,0
12000,0,1143,10738,15527,0,0
11992,0,1129,10590,15694,0,0
12010,0,1124,10469,15849,0,0
12044,0,1161,10322,16007,0,0
12348,0,1046,10372,15841,0,0
12669,0,937,10435,15665,0,0
12969,0,861,10483,15507,0,0
13279,0,768,10524,15336,0,0
13599,0,676,10591,15171,0,0
13924,0,577,10652,14989,0,0
14243,0,483,10715,14821,0,0
14532,0,401,10749,14650,0,0
14846,0,308,10803,14478,0,0
15169,0,224,10858,14309,0,0
15326,0,196,10918,14176,0,0
14672,0,254,11030,14218,0,0
14066,0,320,11130,14261,0,0
13429,0,385,11230,14289,0,0
12770,0,457,11330,14329,0,0
12128,0,527,11433,14375,0,0
11479,0,602,11551,14421,0,0
10862,0,668,11650,14458,0,0
10210,0,743,11751,14500,0,0
9568,0,816,11855,14550,0,0
8929,0,898,11958,14582,0,0
8753,0,971,12030,14639,0,0
9574,0,1233,12012,14679,0,0
10324,0,1506,12015,14735,0,0
11135,0,1812,12002,14773,0,0
11955,0,2113,11996,14838,0,0
12776,0,2418,11989,14892,0,0
13596,0,2719,11981,14950,0,0
14333,0,3003,11985,14983,0,0
15152,0,3290,11965,15044,0,0
15976,0,3589,11960,15091,0,0
16801,0,3898,11950,15141,0,0
17168,0,3972,11885,15143,0,0
17099,0,3865,11746,15079,0,0
17024,0,3761,11604,15024,0,0
16957,0,3656,11456,14945,0,0
16884,0,3545,11321,14879,0,0
16816,0,3434,11161,14811,0,0
16743,0,3329,11011,14740,0,0
16687,0,3230,10893,14683,0,0
16612,0,3113,10736,14611,0,0
16548,0,3005,10593,14540,0,0
16473,0,2934,10457,14470,0,0
16152,0,2904,10383,14454,0,0
15705,0,2885,10344,14432,0,0
15244,0,2866,10295,14429,0,0
14774,0,2843,10256,14406,0,0
14304,0,2830,10205,14392,0,0
13818,0,2806,10161,14385,0,0
13391,0,2790,10133,14376,0,0
12915,0,2772,10092,14377,0,0
12438,0,2753,10049,14351,0,0
11978,0,2724,9996,14346,0,0
11524,0,2754,9966,14325,0,0
11484,0,2745,10082,14457,0,0
11530,0,2810,10240,14620,0,0
11606,0,2876,10425,14794,0,0
11665,0,2939,10587,14961,0,0
11721,0,2993,10755,15135,0,0
11780,0,3063,10929,15312,0,0
11852,0,3110,11076,15462,0,0
11912,0,3179,11247,15622,0,0
11966,0,3237,11433,15797,0,0
12035,0,3300,11579,15976,0,0
12101,0,3421,11762,16136,0,0
11991,0,3206,11697,16147,0,0
11861,0,3036,11633,16145,0,0
11769,0,2868,11569,16152,0,0
11646,0,2699,11498,16156,0,0
11526,0,2540,11427,16162,0,0
11419,0,2382,11380,16162,0,0
11309,0,2217,11313,16168,0,0
11201,0,2045,11254,16178,0,0
11078,0,1868,11182,16185,0,0
10968,0,1705,11106,16185,0,0
10885,0,1589,11057,16203,0,0
10890,0,1527,11034,16256,0,0
10906,0,1485,11008,16321,0,0
10911,0,1436,10992,16382,0,0
10922,0,1396,10971,16455,0,0
10942,0,1359,10948,16515,0,0
10948,0,1331,10928,16575,0,0
10962,0,1286,10904,16639,0,0
10976,0,1246,10864,16696,0,0
10996,0,1205,10865,16773,0,0
10996,0,1199,10829,16836,0,0
11043,0,1215,10797,16842,0,0
11222,0,1179,10667,16728,0,0
11401,0,1172,10533,16600,0,0
11581,0,1155,10423,16480,0,0
11754,0,1133,10286,16353,0,0
11912,0,1124,10170,16248,0,0
12089,0,1106,10033,16116,0,0
12263,0,1092,9916,15995,0,0
12447,0,1084,9771,15871,0,0
12632,0,1073,9664,15755,0,0
12814,0,1063,9527,15634,0,0
12833,0,1057,9556,15511,0,0
12690,0,1029,9788,15372,0,0
12551,0,999,10004,15228,0,0
12403,0,970,10232,15096,0,0
12256,0,953,10456,14952,0,0
12129,0,930,10666,14820,0,0
11997,0,903,10894,14666,0,0
11833,0,882,11115,14543,0,0
11707,0,857,11347,14399,0,0
11578,0,831,11566,14253,0,0
11439,0,816,11773,14115,0,0
11299,0,826,11814,14129,0,0
11167,0,878,11749,14237,0,0
11031,0,927,11689,14358,0,0
10880,0,971,11617,14471,0,0
10757,0,1020,11550,14584,0,0
10631,0,1063,11498,14673,0,0
10503,0,1110,11425,14784,0,0
10368,0,1158,11357,14898,0,0
10236,0,1207,11295,15017,0,0
10092,0,1254,11213,15117,2,0
9969,0,1326,11155,15228,3,0
9679,0,1261,11242,15186,3,0
9339,0,1131,11385,15107,1,0
8983,0,999,11511,15027,0,0
8635,0,869,11655,14925,0,0
8310,0,745,11781,14839,0,0
7956,0,614,11920,14763,0,0
7612,0,485,12051,14672,0,0
7257,0,351,12190,14597,0,0
6901,0,222,12331,14495,0,0
6594,0,101,12448,14414,0,0
6247,0,0,12593,14335,0,0
6328,0,167,12831,13964,0,0
6476,0,430,13079,13584,0,0
6609,0,710,13312,13187,4,0
6739,0,1002,13562,12792,9,0
6873,0,1268,13786,12439,13,0
7011,0,1555,14039,12064,17,0
7134,0,1854,14277,11666,22,0
7285,0,2139,14531,11270,27,0
7425,0,2422,14768,10886,30,0
7553,0,2687,15005,10524,36,0
7678,0,2942,15284,10131,41,0
7287,8,2933,15880,9578,36,22
6900,29,3024,16486,9038,36,63
6523,50,3061,17111,8485,39,112
6179,66,3117,17672,7983,39,156
5799,83,3180,18270,7435,41,205
5423,110,3241,18886,6889,39,254
5046,125,3295,19507,6347,41,304
4678,144,3371,20113,5798,43,355
4324,166,3440,20672,5290,42,400
3962,184,3493,21286,4745,43,447
3668,194,3606,21798,4258,46,531
3351,174,3896,21977,3971,40,1047
3024,152,4173,22158,3656,34,1612
2711,134,4460,22352,3366,30,2161
2422,117,4724,22525,3073,25,2674
2091,94,5015,22713,2777,20,3236
1783,74,5309,22899,2481,14,3785
1471,54,5582,23090,2174,13,4344
1147,36,5882,23278,1865,12,4902
859,18,6143,23460,1601,12,5422
552,0,6429,23647,1313,15,5974
408,0,6421,23813,1143,16,6164
363,0,5867,23964,1079,13,5920
323,0,5322,24112,1033,9,5686
283,0,4827,24263,989,4,5467
237,0,4278,24406,952,1,5230
191,0,3732,24558,906,5,4998
145,0,3185,24698,862,8,4760
106,0,2627,24866,826,10,4519
62,0,2089,25020,773,11,4295
25,0,1598,25160,738,14,4088
0,0,1061,25306,709,17,3869
0,0,964,25495,675,17,4080
0,10,1113,25718,635,16,4574
0,24,1267,25948,618,17,5068
0,36,1405,26141,589,25,5528
0,52,1560,26357,573,35,6021
0,66,1726,26582,546,49,6533
0,82,1873,26797,522,55,7034
0,93,2028,27019,510,68,7528
0,110,2176,27215,487,78,7987
0,120,2330,27444,477,89,8482
0,138,2478,27666,480,102,8994
0,130,2450,27785,453,96,8810
3,116,2440,27881,431,84,8367
13,108,2427,27972,409,72,7963
20,88,2415,28053,378,62,7523
29,70,2401,28147,356,51,7074
40,61,2385,28237,338,42,6630
49,44,2370,28332,323,27,6195
58,30,2364,28425,306,17,5762
68,18,2348,28520,286,8,5350
78,4,2333,28604,283,6,4916
90,0,2370,28698,306,4,4509
79,0,2212,28856,293,4,4225
69,0,2037,29026,302,4,3942
61,0,1880,29167,326,4,3681
50,0,1710,29349,343,4,3395
41,0,1545,29508,370,5,3105
32,0,1378,29680,394,16,2818
21,0,1201,29855,419,19,2532
14,0,1055,30006,442,22,2277
4,0,886,30168,467,24,1989
0,0,721,30338,498,25,1712
0,0,661,30479,526,34,1485
48,0,598,30496,473,24,1545
111,0,569,30490,437,21,1604
167,0,549,30499,417,24,1666
229,0,515,30505,389,33,1738
287,0,487,30507,359,38,1794
351,0,455,30501,330,33,1867
408,0,436,30512,308,39,1928
465,0,406,30523,289,41,1989
527,0,379,30524,257,53,2058
589,0,352,30520,249,59,2120
618,0,339,30509,261,61,2180
560,0,316,30456,249,54,2151
513,0,292,30410,238,45,2150
463,0,271,30344,241,37,2142
413,0,245,30303,241,31,2143
365,0,222,30235,239,18,2155
313,0,199,30179,253,11,2158
270,0,179,30134,254,7,2159
224,0,156,30078,256,0,2163
176,0,132,30021,262,0,2170
129,0,115,29968,282,4,2183
131,0,100,29975,291,5,2142
155,0,113,30079,304,2,2030
196,0,131,30189,316,2,1932
241,0,148,30293,331,14,1831
287,0,160,30412,354,19,1724
331,0,182,30510,373,23,1625
379,0,194,30629,390,29,1528
417,0,209,30718,409,33,1432
465,0,231,30831,429,39,1329
514,0,249,30939,451,47,1227
569,0,281,31039,477,53,1125
